NUTSM,rep_1,rep_2,rep_3,rep_4,rep_5,rep_6,rep_7,rep_8,rep_9,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15,rep_16,rep_17,rep_18,rep_19,rep_20,rep_21,rep_22,rep_23,rep_24,rep_25,rep_26,rep_27,rep_28,rep_29,rep_30,rep_31,rep_32,rep_33,rep_34,rep_35,rep_36,rep_37,rep_38,rep_39,rep_40,rep_41,rep_42,rep_43,rep_44,rep_45,rep_46,rep_47,rep_48,rep_49,rep_50,rep_51,rep_52,rep_53,rep_54,rep_55,rep_56,rep_57,rep_58,rep_59,rep_60,rep_61,rep_62,rep_63,rep_64,rep_65,rep_66,rep_67,rep_68,rep_69,rep_70,rep_71,rep_72,rep_73,rep_74,rep_75,rep_76,rep_77,rep_78,rep_79,rep_80,rep_81,rep_82,rep_83,rep_84,rep_85,rep_86,rep_87,rep_88,rep_89,rep_90,rep_91,rep_92,rep_93,rep_94,rep_95,rep_96,rep_97,rep_98,rep_99,rep_100
BAG1652,0.455926703,0.310313005,0.222482121,0.418737617,0.173318239,0.231704212,0.252134716,0.170632093,0.715692171,0.270919158,0.341704585,0.261001165,0.506115171,0.143536578,0.468649158,0.357268074,0.573860463,0.325063989,0.556547335,0.252011327,0.347730905,0.232756796,0.395413368,0.495810487,0.428603746,0.317215589,0.200590844,0.387886518,0.403089512,0.305861125,0.222252232,0.339828766,0.291188336,0.12052527,0.54401056,0.3520383,0.158269385,0.28121511,0.36251678,0.22206515,0.272283541,0.519265421,0.257212499,0.174060311,0.437855454,0.389668496,0.476908307,0.212510967,0.544608041,0.338962139,0.257308023,0.384906188,0.493361829,0.332405853,0.312810581,0.386529375,0.218886263,0.230042031,0.281145645,0.407600223,0.475078356,0.399137055,0.279284361,0.356813509,0.395949081,0.452555381,0.579312614,0.30455784,0.29189616,0.324147853,0.465047184,0.316539723,0.385968845,0.4966372,0.373804444,0.48485681,0.551911763,0.39334078,0.308256637,0.201139206,0.380053276,0.423743064,0.439303606,0.65961806,0.230199151,0.284737175,0.29626306,0.685786938,0.147405492,0.285449703,0.284721524,0.478292489,0.388498368,0.366164268,0.389229764,0.439739551,0.373351995,0.143958876,0.656280859,0.274750643
BAG1653,0.46050373,0.29840289,0.226679778,0.416705483,0.211556447,0.247338185,0.290811508,0.203102573,0.726280292,0.265958888,0.337565228,0.531215851,0.453520992,0.134824902,0.387185318,0.410353056,0.53225112,0.390130842,0.511175186,0.287936461,0.334169702,0.170526968,0.36659574,0.526979154,0.439697909,0.416433106,0.242518289,0.400159498,0.488214751,0.299423309,0.244406992,0.304120621,0.31587845,0.172314757,0.682135666,0.421551658,0.168701411,0.301635453,0.305103204,0.256046322,0.420982317,0.530846282,0.308999504,0.17951453,0.464150201,0.335969355,0.446786848,0.303673586,0.55620487,0.345822191,0.183749519,0.379516914,0.528430742,0.401862477,0.421451537,0.373422673,0.215546644,0.271168036,0.279604061,0.368643546,0.494154845,0.39189925,0.234103883,0.32024121,0.423187721,0.563296852,0.57088483,0.318029741,0.258701302,0.359036878,0.425205185,0.30167318,0.405041884,0.556314074,0.314364753,0.280444758,0.584174599,0.483005291,0.345984064,0.274001051,0.475455656,0.27510985,0.426941539,0.681221666,0.285855277,0.285301491,0.300194549,0.711466089,0.155505543,0.327946643,0.249917057,0.470429035,0.270388109,0.373183284,0.3582784,0.532114462,0.326396401,0.122224097,0.581419026,0.290366665
BE10,0.218410675,0.394443141,0.273400725,0.25433068,0.199598909,0.102781452,0.41181006,0.209193749,0.161682202,0.209782479,0.231266236,0.108362337,0.371687161,0.274609371,0.311809575,0.2871423,0.605448781,0.171805395,0.347668595,0.333719748,0.204823299,0.217291834,0.347234791,0.30449351,0.163974567,0.279980791,0.174359904,0.52089824,0.219500936,0.237538538,0.433398597,0.224160931,0.250114421,0.323477272,0.293082341,0.353851374,0.177651099,0.176915684,0.243873511,0.292051969,0.358343522,0.482543618,0.412445974,0.273997184,0.196311151,0.114403204,0.100245703,0.199669428,0.24221676,0.265474628,0.314116699,0.258498484,0.308912029,0.201103794,0.272496715,0.126520937,0.201737377,0.29604285,0.160246734,0.268878579,0.289285981,0.352218733,0.34051103,0.275074926,0.220297161,0.255336319,0.148640107,0.270070602,0.268750352,0.234442901,0.350780919,0.350107077,0.27454669,0.175869974,0.30460125,0.321526531,0.38169568,0.201870376,0.291951135,0.255295678,0.600911861,0.240187972,0.335816076,0.165352191,0.422645857,0.219433059,0.248652076,0.202508551,0.340677242,0.179018715,0.184946228,0.285820663,0.296290906,0.388760289,0.100660838,0.129154662,0.47321844,0.224140973,0.49584551,0.395739785
BE21,0.43908519,0.427250705,0.357545277,0.265917341,0.196979306,0.143617071,0.609126275,0.289924356,0.591167658,0.279228936,0.211111344,0.178882074,0.395260155,0.325868537,0.333611287,0.311536703,0.706248259,0.178979352,0.433009921,0.426555003,0.302405308,0.247876554,0.396323324,0.405789959,0.382165235,0.378197493,0.176275831,0.687811474,0.63556657,0.259907965,0.407716505,0.238552826,0.349207427,0.369763432,0.388673909,0.376065623,0.239760897,0.240114842,0.348107104,0.316345897,0.3386109,0.579612901,0.538799667,0.343123411,0.33541393,0.128328104,0.143767273,0.224268992,0.296391449,0.317136467,0.384770072,0.267979953,0.397558138,0.339830001,0.321160911,0.379297426,0.253886995,0.334032357,0.236265907,0.393740943,0.324089422,0.38943792,0.41326722,0.30051573,0.302200556,0.371245045,0.50525742,0.326231363,0.323636155,0.291347837,0.417151484,0.385747558,0.313667648,0.234409969,0.316102576,0.418702896,0.396142336,0.379544554,0.343332797,0.347148658,0.598018561,0.231154321,0.42865179,0.19986782,0.458816149,0.296806266,0.259340904,0.237851402,0.367082522,0.228587075,0.226930346,0.31036057,0.37844835,0.426746566,0.218151757,0.139126045,0.528786589,0.251733031,0.559469351,0.469460554
BE22,0.422500466,0.480420153,0.248540274,0.254380917,0.18014178,0.138724564,0.42212749,0.191947348,0.509581949,0.269232865,0.221334805,0.150464065,0.414428895,0.254917267,0.321809316,0.303065107,0.709394231,0.227797973,0.416939987,0.404985958,0.27874793,0.249429839,0.369254021,0.408019951,0.434943662,0.335189618,0.153666086,0.577058382,0.657349695,0.252531182,0.51650526,0.246510978,0.323709758,0.331968915,0.382432078,0.380536109,0.222240724,0.178924876,0.269916891,0.293164466,0.346139968,0.590966629,0.514725623,0.305607972,0.299381685,0.099156249,0.121329711,0.257107375,0.295759212,0.300089676,0.352453897,0.247629863,0.343596424,0.298313309,0.296585371,0.210564356,0.223528975,0.253562828,0.221464593,0.383877776,0.299017484,0.328643576,0.394962054,0.270133583,0.23398767,0.375460316,0.526443746,0.328194556,0.320420647,0.235262884,0.351042198,0.397899308,0.290930046,0.172640064,0.317526799,0.293940586,0.342554031,0.236325954,0.348658052,0.330143895,0.582727751,0.260149729,0.404359397,0.228244491,0.39160529,0.274058723,0.15268857,0.252986929,0.421491558,0.195222814,0.2112621,0.282972462,0.400267052,0.304432708,0.20784938,0.127682268,0.519438798,0.228349127,0.435368192,0.279604849
BE23,0.522217962,0.386176079,0.38960283,0.32810479,0.165877516,0.274878526,0.346001442,0.354881626,0.368889144,0.249763607,0.226628823,0.186268575,0.403113947,0.226581457,0.436593926,0.303584618,0.719162974,0.206154041,0.444551204,0.420828738,0.330821658,0.307719758,0.407887656,0.43622953,0.442317019,0.375848684,0.201067759,0.654420534,0.635866438,0.258878351,0.361930402,0.25332489,0.391459395,0.381865608,0.421701854,0.316308636,0.244945528,0.258239597,0.436968077,0.412237693,0.363423371,0.543602907,0.530519793,0.290589479,0.35877679,0.191880858,0.207268512,0.39785139,0.336446135,0.380281513,0.356615079,0.330601765,0.408553884,0.345725914,0.441305288,0.415797699,0.266259805,0.362786861,0.252030365,0.379506706,0.326525331,0.420918489,0.435671095,0.406251437,0.27814042,0.375923719,0.514547248,0.35549764,0.305917282,0.300417542,0.400915614,0.380616597,0.337221379,0.270399311,0.382327826,0.409910607,0.394419693,0.528498709,0.291355783,0.262217819,0.65148173,0.399905864,0.287379531,0.20805236,0.46980612,0.297455541,0.354845808,0.237180702,0.382994816,0.234232889,0.285931394,0.324627336,0.444979381,0.449426574,0.189565597,0.117891641,0.575616832,0.250915044,0.473237654,0.449636975
BE24,0.426089687,0.431688678,0.255635366,0.2630586,0.204857664,0.118438951,0.540932521,0.220146445,0.266107244,0.281301382,0.227191084,0.132943655,0.394108901,0.275973606,0.332915104,0.283994473,0.708781342,0.265929708,0.428621077,0.396162787,0.296269164,0.244896248,0.385742401,0.363932361,0.375442534,0.319835765,0.178395679,0.573672669,0.59996288,0.257396564,0.4481294,0.213382504,0.280693238,0.356320779,0.350948617,0.382041071,0.184214636,0.202125393,0.272389666,0.291618123,0.361444221,0.584263376,0.5499846,0.306561697,0.230675393,0.113506309,0.115712282,0.22243962,0.271444052,0.265157517,0.390717881,0.264672,0.351748595,0.324791531,0.266619187,0.280885859,0.250138697,0.267485112,0.227439473,0.370226523,0.318239591,0.359537326,0.414215615,0.277101516,0.224827603,0.357713681,0.489372411,0.318314548,0.325730763,0.255950659,0.366003536,0.356117387,0.286781595,0.21055948,0.328445866,0.37163539,0.382794224,0.26009769,0.320433028,0.351400542,0.62287961,0.253327351,0.353300264,0.229187882,0.415562586,0.284777156,0.201105098,0.161589017,0.398740439,0.173265584,0.223991239,0.303592811,0.395543468,0.358491978,0.149218246,0.160793725,0.497060911,0.233922577,0.46135266,0.416887765
BE25,0.627910488,0.380726223,0.420556392,0.321889657,0.198066865,0.260460311,0.383297215,0.390829099,0.402414374,0.245872619,0.239933777,0.177105698,0.393534129,0.403415311,0.456326758,0.440702013,0.737233217,0.211947524,0.46355465,0.464046528,0.328740484,0.357329237,0.437805249,0.632186105,0.422144635,0.379475212,0.262426479,0.660758782,0.63974081,0.257330085,0.473760438,0.271326553,0.363255142,0.379976079,0.438006185,0.413941767,0.244466831,0.254945514,0.44776841,0.421932968,0.354059906,0.629370454,0.600044237,0.336459617,0.351505556,0.302229202,0.21720394,0.456996165,0.346685015,0.414908167,0.340435157,0.364882823,0.427207185,0.381635791,0.459108036,0.409999495,0.272081333,0.333282534,0.2864864,0.389770492,0.337354124,0.484126184,0.406361231,0.53420934,0.284245961,0.363751486,0.561832384,0.362259142,0.358386663,0.369912791,0.37710033,0.332306042,0.397279522,0.345989645,0.383816826,0.394158462,0.333791711,0.541160233,0.29708136,0.358862962,0.68163315,0.430475687,0.360487383,0.263360524,0.524860434,0.305976866,0.377737388,0.25015204,0.341233176,0.236641535,0.268191077,0.291944494,0.459069392,0.466695114,0.185048597,0.340451825,0.580885552,0.217558561,0.547603065,0.521622852
BE31,0.422392001,0.430605007,0.256301602,0.262218563,0.200537092,0.118430726,0.505196793,0.228026335,0.24722955,0.270879489,0.22470639,0.124257548,0.392508191,0.228554929,0.332627916,0.284169946,0.707779326,0.266950132,0.427403672,0.393430208,0.289295842,0.235358793,0.378437374,0.365092154,0.367528002,0.316511242,0.170537587,0.573299457,0.582703553,0.248382077,0.462999967,0.208753258,0.277134525,0.340567234,0.34647806,0.37797094,0.182480603,0.192912059,0.275020498,0.290025979,0.357630005,0.577421788,0.542941152,0.305756632,0.228443235,0.112412064,0.115251513,0.221286818,0.271252591,0.263620484,0.390637046,0.259095609,0.35270066,0.325234576,0.264617169,0.272593293,0.245190134,0.267383417,0.223055809,0.369041944,0.317360523,0.358692818,0.410044198,0.277588231,0.216679891,0.356886573,0.489622184,0.316601911,0.336251094,0.255885998,0.365353514,0.347788812,0.285595176,0.209413153,0.324806164,0.370636494,0.384499028,0.25696292,0.320697052,0.346306082,0.620313026,0.250557245,0.353903093,0.229099246,0.411893751,0.280812193,0.197639552,0.153824356,0.397277843,0.172948714,0.22564688,0.301316079,0.39297344,0.340822705,0.145043503,0.145007498,0.484077015,0.181287358,0.466364824,0.408163524
BE32,0.398945213,0.320902295,0.247959086,0.244942382,0.16172431,0.142235963,0.450252859,0.17653358,0.178114847,0.257991186,0.261579746,0.103823732,0.268460662,0.27136659,0.284318967,0.263105345,0.642476146,0.235104665,0.423302623,0.36944242,0.248171892,0.246923814,0.35689351,0.442962743,0.370168364,0.290041189,0.131013351,0.581500049,0.616452527,0.234330628,0.510469944,0.212060555,0.286497365,0.153647098,0.217261884,0.382313937,0.17876167,0.114088931,0.258372241,0.273806558,0.337901133,0.6077213,0.54705657,0.273391007,0.23024519,0.075504444,0.11355287,0.193488731,0.276437233,0.209726465,0.3690889,0.251209255,0.341309851,0.335888625,0.197880591,0.251582957,0.226932098,0.214687856,0.231113217,0.38284408,0.280467042,0.36167272,0.366499005,0.275033423,0.169010689,0.357451976,0.507318289,0.296063383,0.278362393,0.257103349,0.317048757,0.323365898,0.374433473,0.190490743,0.312125007,0.348647007,0.333374627,0.244431813,0.304505467,0.303694136,0.60887121,0.234033736,0.267760225,0.385418885,0.312149813,0.271103133,0.136974935,0.136233505,0.322280375,0.162801232,0.186490054,0.284174053,0.398681962,0.30344195,0.140008738,0.287841455,0.397226421,0.182021211,0.416360091,0.352199978
BE33,0.109549808,0.174201893,0.176574426,0.155586283,0.131266978,0.129863999,0.080547794,0.10848594,0.055545818,0.079073323,0.243684444,0.054266764,0.141661612,0.185762458,0.209397968,0.093376936,0.348251258,0.169998456,0.168220677,0.205221989,0.093075545,0.114676192,0.271951716,0.208650274,0.094243308,0.18550891,0.074250835,0.246524067,0.480044748,0.164024225,0.350953399,0.11204497,0.142068387,0.034916793,0.117266677,0.293062871,0.083530486,0.06864972,0.284598153,0.083101421,0.224152624,0.357340937,0.443264767,0.149862127,0.136293557,0.037272461,0.068645121,0.186671677,0.353518228,0.159706483,0.235790088,0.163863369,0.123150119,0.262946145,0.129381983,0.078538931,0.083295088,0.147433535,0.120490349,0.145176502,0.153879705,0.268004296,0.147280738,0.213944299,0.094102776,0.112409979,0.08372464,0.180031298,0.215363122,0.179819863,0.147928887,0.19173949,0.248586746,0.125659748,0.113526958,0.070181924,0.091979592,0.052159712,0.241419049,0.188836606,0.217802911,0.163725662,0.206462157,0.381480043,0.084280754,0.19452028,0.059779713,0.061684795,0.12784911,0.107727149,0.156324687,0.138184225,0.383571386,0.131340528,0.103267532,0.190848811,0.220890509,0.112082826,0.098540998,0.14582302
BE34,0.05742999,0.117014636,0.161954735,0.143629092,0.100175127,0.07920819,0.048042822,0.090237027,0.040434397,0.059788791,0.223038759,0.057670711,0.128366685,0.148727819,0.194077473,0.077921381,0.148006146,0.076474495,0.127855979,0.131076122,0.057434732,0.100739337,0.191437905,0.153459062,0.029759848,0.098984999,0.042329345,0.188165678,0.12589596,0.138963584,0.041027086,0.089029688,0.110469531,0.029108982,0.115247926,0.21242844,0.044635571,0.04349883,0.190079655,0.06279163,0.160696581,0.276152132,0.375350463,0.080914376,0.092951941,0.048547668,0.050359854,0.121794331,0.310051192,0.077446652,0.169282468,0.097162397,0.188438635,0.197008373,0.093937285,0.025156702,0.045736049,0.144650886,0.119621671,0.109340127,0.123170299,0.302845915,0.116198538,0.205026912,0.091360389,0.108117327,0.037690923,0.1392071,0.152275251,0.170433512,0.075229768,0.185610865,0.160120836,0.118176761,0.091076625,0.055932297,0.087614596,0.060160941,0.208418896,0.081024687,0.127914353,0.140591519,0.109622222,0.420402227,0.078017656,0.169946171,0.041043934,0.024668759,0.094437148,0.070036866,0.118389108,0.117108651,0.236342895,0.09152923,0.052481946,0.130744866,0.206571009,0.08581649,0.099583439,0.142633874
BE35,0.108243002,0.156828464,0.168666287,0.162152619,0.112906526,0.11691689,0.052282401,0.093532364,0.053960234,0.084980217,0.233034605,0.058903972,0.124150033,0.194312526,0.218662823,0.090873711,0.382740599,0.168989983,0.162679251,0.180402559,0.080101127,0.108864549,0.217764323,0.201683322,0.125814725,0.139297082,0.06423962,0.229018172,0.503025285,0.152872803,0.380001131,0.117336689,0.179530432,0.030629906,0.161099359,0.298107313,0.074573185,0.058403987,0.197952575,0.070484222,0.207347649,0.371436305,0.426703839,0.133436237,0.164040248,0.042169825,0.056885607,0.152994711,0.462627234,0.187562667,0.219046148,0.150566599,0.159726612,0.257888372,0.138039,0.070811179,0.061297377,0.14771937,0.134973171,0.127853199,0.169328715,0.335601914,0.156868718,0.24160763,0.095933765,0.122624143,0.038700537,0.160289557,0.190355002,0.162968257,0.156376652,0.185970852,0.268533923,0.123140353,0.111767294,0.06416316,0.106327427,0.06028615,0.209909009,0.219925308,0.198781328,0.154739189,0.167763109,0.423826208,0.082775067,0.204819378,0.057825606,0.028398605,0.108726588,0.112917816,0.132188051,0.123395372,0.338662133,0.125396019,0.110546118,0.255016289,0.090969655,0.104660027,0.101469163,0.139647997
BG311,0.154410166,0.203539766,0.157366291,0.219952429,0.191209239,0.145594432,0.069114285,0.260074123,0.015897203,0.154191057,0.257484885,0.134645922,0.144130277,0.129894485,0.197191463,0.240532924,0.062787221,0.082222094,0.096769676,0.177707022,0.108401092,0.081352479,0.172593822,0.161873874,0.060491358,0.433864481,0.153819886,0.095841628,0.261060153,0.124416382,0.09781091,0.104725362,0.176185731,0.049839916,0.14173734,0.298181983,0.102603671,0.097717757,0.335035065,0.43813458,0.191477159,0.211199687,0.066314157,0.153516402,0.248592484,0.059813552,0.070867653,0.309421254,0.116974316,0.126426198,0.143281191,0.190714199,0.123128243,0.187598499,0.186581765,0.061966012,0.076416387,0.274815055,0.128022345,0.123108365,0.18397811,0.161193531,0.228155248,0.130359732,0.202972388,0.132135563,0.075208238,0.206108505,0.233207943,0.199607411,0.153640192,0.244443567,0.220608954,0.205705931,0.15414165,0.081404559,0.226550429,0.08438147,0.224984598,0.074879778,0.231814226,0.230673161,0.130972486,0.229449765,0.298642127,0.167913481,0.177501528,0.211128025,0.132795967,0.242277206,0.154106197,0.321771153,0.181141278,0.084038556,0.045672623,0.192855603,0.06764506,0.093161196,0.129198277,0.244568178
BG312,0.186237511,0.198038056,0.155575126,0.234969339,0.233399208,0.107807859,0.111556164,0.279713688,0.015846099,0.184034044,0.257702327,0.168425525,0.134416683,0.115313217,0.168431463,0.380304886,0.064997032,0.075227084,0.101639971,0.190381103,0.077253874,0.087271927,0.184442236,0.153566548,0.069194331,0.439921568,0.161521499,0.156246492,0.252041667,0.126380515,0.140709738,0.101736408,0.176434172,0.063958217,0.119387732,0.433241547,0.127311656,0.124621731,0.341195683,0.424170496,0.196036655,0.198811559,0.085895245,0.155724841,0.279169425,0.069824413,0.075115081,0.338191085,0.12186795,0.121290044,0.136228576,0.197385139,0.119466994,0.215338273,0.287053223,0.058415368,0.075488699,0.275240457,0.13031235,0.125122354,0.194588641,0.162885933,0.193288257,0.124496718,0.183334608,0.141586267,0.088075235,0.288009947,0.241433611,0.188645417,0.15349136,0.239496101,0.17213225,0.204647027,0.148113231,0.080005896,0.202206723,0.125135104,0.255065044,0.115681486,0.258790478,0.238826672,0.163575056,0.217117337,0.320268961,0.198958016,0.183483811,0.217873111,0.135348113,0.235864268,0.158577525,0.334320071,0.188033951,0.090145234,0.103884277,0.204219329,0.068797765,0.108031199,0.152695354,0.263498213
BG313,0.184630088,0.201252784,0.160931898,0.234925601,0.216204655,0.113932188,0.108795344,0.28613079,0.020443294,0.192913279,0.276786735,0.167162972,0.133481107,0.118444382,0.172754157,0.32167484,0.064808083,0.075367439,0.105491722,0.190137742,0.076000537,0.095084036,0.187846353,0.155604485,0.062277234,0.442901392,0.218186072,0.170768598,0.246442617,0.121771772,0.153795951,0.101320982,0.173184607,0.07041891,0.125062048,0.432343711,0.125946539,0.127600617,0.343376938,0.475993862,0.202384899,0.202065157,0.087709854,0.157204667,0.266364444,0.068851406,0.076298317,0.356418178,0.125885254,0.123015475,0.148115604,0.209316173,0.121098768,0.216952542,0.287760551,0.052505647,0.076064351,0.278215009,0.132003151,0.129009142,0.196309817,0.162472458,0.173282113,0.137770751,0.182147242,0.14557172,0.105675772,0.289670079,0.241036729,0.189155976,0.150696294,0.235891531,0.168391469,0.236153795,0.144561068,0.085047927,0.280799913,0.128315419,0.255762511,0.119013023,0.2671201,0.237600865,0.167473402,0.220892467,0.335866801,0.182951947,0.216569173,0.243088961,0.15457183,0.23778731,0.155097446,0.329422946,0.180424928,0.097032738,0.104191891,0.21496545,0.087181345,0.09551004,0.157509807,0.271089687
