"NUTS_ID","2024","2025-2049","2050-2074","2075-2100"
"AD",19092.22265625,19144.14453125,19260.39453125,18455.4765625
"AL013",151797.078125,141413.03125,119673.328125,101537.5234375
"AL015",215967.59375,190645.84375,150111.171875,120021.5546875
"AL014",102793.640625,83770.1484375,55482.609375,37896.8125
"AL011",136943.421875,113556.6328125,80379.78125,60304.1953125
"AL012",246083.625,212089.8125,147821.65625,108815.1875
"AL021",393202.15625,332797.65625,230683.765625,168407.625
"AL022",751793.1875,649815.875,454414.96875,336269.125
"AL034",169329.296875,141026.78125,101569.609375,80627.4921875
"AL031",103186.90625,81769.703125,51966.54296875,33631.85546875
"AL032",228274.640625,185045.28125,120222.859375,80004.5703125
"AL035",63995.17578125,53815.66796875,38706.140625,29498.283203125
"AL033",52718.578125,43306.484375,30015.599609375,22216.0625
"AT11",388474.53125,385726.5,379524.5,345398.34375
"AT12",3292300.75,3539825,4036641.25,4204082
"AT13",446695.84375,500808.46875,611299.3125,671967
"AT21",645077.1875,648291.5,661103.25,623836.625
"AT22",1330383.75,1378917.5,1463661,1412994.25
"AT31",1543795.125,1578854.75,1632524.75,1544452.5
"AT32",522067.46875,551643.4375,597146.3125,588608.3125
"AT33",881398.875,903016.625,958361.125,922903.875
"AT34",434442.46875,444187.46875,464018.65625,440155.46875
"BAG1652",1723553.5,1493010.125,1142760,910287.5
"BAG1653",1278561.75,1093764.5,831408.8125,656525.0625
"BE10",178698.15625,192806.328125,215316,218306.640625
"BE21",1443176.625,1522669.75,1681925.125,1719377.75
"BE22",1043040.75,1071096.75,1115482.625,1079247.875
"BE23",1454262.5,1554299.875,1754994.125,1828204.5
"BE24",1448661.5,1553978.25,1732123,1768859.875
"BE25",1223112,1322451,1530881.5,1644980.25
"BE31",710102.8125,764240.5625,857426.375,882865.3125
"BE32",1776103.25,1909242.625,2169688.5,2278981.5
"BE33",1241036.875,1277311.125,1348242,1316969.25
"BE34",405342.09375,413887.09375,424076.6875,401424.3125
"BE35",696278.6875,727663.875,788916.9375,799209
"BG311",95801.515625,86479.234375,74973.1640625,67403.8203125
"BG312",116372.2109375,102323.421875,85536.8984375,74488.3046875
"BG313",137108,120039.0390625,100078.7265625,83695.1171875
"BG314",219667.21875,196570.578125,166612.484375,145223.328125
"BG315",176201.859375,157613.046875,135517.125,119363.3046875
"BG321",220675.953125,194100.75,162179.359375,141190.71875
"BG322",99911.015625,88294.375,75317.296875,66218.7578125
"BG323",208162.328125,181359.640625,141148.953125,110490.640625
"BG324",99088.0078125,84273.53125,65295.30859375,49366.26171875
"BG325",159068.71875,142050.53125,117766.2578125,94130.2265625
"BG331",408188.9375,369817.0625,307771.125,240658.234375
"BG332",171100.203125,150860.796875,123676.2734375,97278.5234375
"BG333",151288.390625,129908.28125,102845.625,82827.703125
"BG334",94075.078125,80368.6875,63352.7578125,51139.23828125
"BG341",329342.28125,296622.84375,245544.390625,203435.828125
"BG342",159762.75,140075.296875,114128.4765625,100393.0078125
"BG343",89175.9296875,80874.3046875,69535.46875,59264.18359375
"BG344",285999.59375,254564.671875,216355.28125,181064.296875
"BG411",649527.75,599182.1875,526415.375,444110.96875
