"nutsm_ids","rep_1","rep_2","rep_3","rep_4","rep_5","rep_6","rep_7","rep_8","rep_9","rep_10","rep_11","rep_12","rep_13","rep_14","rep_15","rep_16","rep_17","rep_18","rep_19","rep_20","rep_21","rep_22","rep_23","rep_24","rep_25","rep_26","rep_27","rep_28","rep_29","rep_30","rep_31","rep_32","rep_33","rep_34","rep_35","rep_36","rep_37","rep_38","rep_39","rep_40","rep_41","rep_42","rep_43","rep_44","rep_45","rep_46","rep_47","rep_48","rep_49","rep_50","rep_51","rep_52","rep_53","rep_54","rep_55","rep_56","rep_57","rep_58","rep_59","rep_60","rep_61","rep_62","rep_63","rep_64","rep_65","rep_66","rep_67","rep_68","rep_69","rep_70","rep_71","rep_72","rep_73","rep_74","rep_75","rep_76","rep_77","rep_78","rep_79","rep_80","rep_81","rep_82","rep_83","rep_84","rep_85","rep_86","rep_87","rep_88","rep_89","rep_90","rep_91","rep_92","rep_93","rep_94","rep_95","rep_96","rep_97","rep_98","rep_99","rep_100"
"ES522",0.905241049403187,0.934142850881254,0.820290839464897,0.752849896131173,0.942892697470117,0.769330422288978,0.958253891898352,0.928142112402128,0.834428465960389,0.911598948352648,0.908085922810078,0.929603653004002,0.768308528862713,0.850504529175865,0.889658275252834,0.885717861379717,0.942194143372545,0.898375651920812,0.858394337571046,0.963704224963114,0.779411851397773,0.776773796731216,0.915707518063453,0.880556025798225,0.88100145878347,0.951024556657629,0.658315851488862,0.939394640331916,0.806002274128066,0.889726247592988,0.863353712387874,0.900681186412295,0.977570377922545,0.635877845565826,0.840095779245139,0.941669250361564,0.84655133062919,0.704561615395604,0.919503849423754,0.859550329493547,0.915971498373155,0.449804133289948,0.888759701468344,0.89560744386412,0.882839165053158,0.88548090986153,0.860909028936728,0.803567018544124,0.825582808957292,0.733405095556919,0.76588558889089,0.87784944106558,0.809872790221983,0.90887800174516,0.843925212288694,0.889940281074891,0.786910725702146,0.910621575359469,0.700467596036544,0.829655275534628,0.760298040289192,0.861377851382572,0.946451537437268,0.836695537473024,0.933196182779991,0.975016199241676,0.894118732864413,0.898414977532867,0.964633045581125,0.854794530671504,0.873732644544798,0.92862435596024,0.71860426737087,0.716834363187307,0.936980851332282,0.821990930519991,0.89284553150302,0.899557026703618,0.48526334627175,0.856139759004385,0.855972934122191,0.903121083538735,0.723126830386427,0.855208224419293,0.923102132899366,0.897393052966747,0.909833616795958,0.934197227249186,0.881829550516008,0.863622488038174,0.75821499875228,0.770388737113832,0.92176641885717,0.799474072703569,0.89991179812295,0.90043018397393,0.788327877440909,0.726240167373506,0.896687741399149,0.901832855101912
"ES523",0.907460915102438,0.954459656808724,0.814981852735248,0.756005401135848,0.951927466572942,0.944266032125945,0.955742337306545,0.939313821459178,0.837639068456086,0.908435480738173,0.916646996825265,0.909949651953548,0.786940370526873,0.851883349358729,0.897092648789699,0.905306170304915,0.931494346664065,0.95445196564511,0.861786094571554,0.967259425392733,0.73181200074193,0.822421630784578,0.917807141811063,0.888141340992307,0.94039566729264,0.958186718431415,0.742861637408255,0.942216472819339,0.834806208767954,0.896713461281383,0.872921743538711,0.926540292442702,0.979147922601014,0.857904100089067,0.854524613987734,0.926489899416147,0.851916635746536,0.714966157177578,0.954142015907171,0.866734148645307,0.889452342882531,0.593744692310657,0.904834668793956,0.912879378835463,0.895015035923498,0.921665773515484,0.884550867191274,0.818972735928875,0.846843704367938,0.798219704489327,0.842217123234268,0.894578663359773,0.901354549622848,0.901745818227774,0.837023526677748,0.895166842617765,0.795222268671899,0.919121527936224,0.751491450589623,0.877845470245102,0.922921416022411,0.830568144164361,0.924969421568912,0.907964414537787,0.965268856648645,0.979578352198291,0.925925357568789,0.908384147120395,0.967738287895161,0.839267359448313,0.873083423148661,0.934001392588659,0.744260296723186,0.805958197072971,0.93356479955398,0.822824533119325,0.960555151214737,0.922345488507092,0.691642483697677,0.93292316650939,0.930630121391111,0.89552414909937,0.842581580642088,0.849936345481904,0.934630856532574,0.902018494522059,0.916072198177537,0.912937981075466,0.914790708934955,0.906127418857944,0.855094848621695,0.809689740835962,0.962029904071548,0.822570229742731,0.865264826126749,0.91804420927486,0.847951341142106,0.918009705925763,0.906604137099421,0.910094037701795
"ES532",0.613070951087917,0.499423335923025,0.296070402270982,0.594907329366665,0.661247139114669,0.189399633214128,0.521888670050621,0.317139115833127,0.368350594687924,0.486778808206524,0.604443743364555,0.297938653591205,0.19853975305092,0.394541454922422,0.4161260583135,0.454180811064245,0.668026589384278,0.425912263505307,0.274372743909174,0.406769151812694,0.23599608520108,0.362115198212603,0.483930892399963,0.218201810555379,0.285959306283797,0.255351720678063,0.277528825640567,0.610524720916074,0.233316114005032,0.436851204758563,0.547512344595062,0.316577158268961,0.87940647130797,0.273512226529822,0.267140936124018,0.70737256906754,0.395162329651686,0.279724851094545,0.162316896429828,0.610879794243237,0.524666659338676,0.145581642186514,0.404449149418247,0.217781184510669,0.153888281749043,0.198394685118105,0.331179795978638,0.433922245323045,0.247903496529312,0.0951757992227508,0.183375594525517,0.241752736948203,0.366008895758089,0.551260670444059,0.378225486379517,0.508961418177748,0.313670524378776,0.251732557885108,0.270087148994884,0.429491816702061,0.255597070433406,0.222881882792156,0.623893526016769,0.389971765710734,0.21047272690919,0.86022428689672,0.497104866496444,0.45096917197075,0.639814113809769,0.389068860404152,0.40114159464732,0.464467699526596,0.394406888670582,0.31590131046576,0.429802440698939,0.386272129980585,0.42409372683638,0.366787646998544,0.323099036861594,0.372235455550009,0.321315365647014,0.170118977206352,0.37348309069514,0.344284012108195,0.583616656301759,0.506093439628094,0.579959682185114,0.526785193831584,0.417746234697939,0.434063614183496,0.488698914204432,0.511832659592734,0.799575357456775,0.304824444496708,0.422807644248561,0.416772582562869,0.391970550208887,0.128387954148404,0.0900372131126044,0.661765111196882
"ES611",0.567977845383815,0.505822322244631,0.387474887307093,0.353652858789856,0.643151119365758,0.33928171574947,0.786945349073507,0.554419084610158,0.364428411997126,0.578725353820591,0.398879385293664,0.547146358933927,0.272701311083824,0.625584021637319,0.559261152877698,0.580716590364696,0.783542688785551,0.572456816199618,0.433737432904864,0.638003034490016,0.277696054140717,0.296868398116542,0.569941323200499,0.634650529640792,0.351368426895652,0.381045208548729,0.439341611908158,0.607495695613688,0.476822951069397,0.504460457831494,0.632368046652831,0.528671402825587,0.806773922032659,0.239540454843452,0.419383846076294,0.725748294334651,0.266351930968106,0.554236095490527,0.512220576909745,0.319304555680551,0.692818673887896,0.378736568530733,0.572080798209884,0.45079709621973,0.486861655295177,0.451209754001002,0.670211358820775,0.522456303156115,0.435312353063252,0.364632992786952,0.451218679758811,0.682804542210485,0.460607144618784,0.607812969278405,0.362863105575909,0.340704105187105,0.449287799203943,0.435762096532244,0.408505438092405,0.610593127192161,0.367228290292234,0.174127404321826,0.750435568253301,0.796791250150871,0.380310135532705,0.700009638357173,0.359606651133441,0.419081966785533,0.751224672444368,0.346916634610874,0.603433863067462,0.732165959211388,0.349745099898151,0.379769435932448,0.534218837205439,0.737643148406049,0.660250948142681,0.314343109081397,0.312828443038479,0.587654668109449,0.440656872773962,0.386444681266734,0.409226857848904,0.377770036977826,0.470459205420009,0.530496139711124,0.437628503351317,0.16678399740717,0.69195922963186,0.381526116838982,0.299066490867232,0.299389969699506,0.859953100186402,0.535643621331975,0.592577614215979,0.249306135598331,0.678412319545113,0.281743144984321,0.290394840792666,0.583276923664217
"ES612",0.477023373287126,0.695648335559514,0.432356614678014,0.59714530661517,0.336811153483534,0.276874944226257,0.684745755263215,0.395397493699973,0.597262479897075,0.805054896648365,0.581950017572976,0.137188810747013,0.635181317931082,0.195415589799311,0.510980037588836,0.311723581885015,0.349404811098457,0.199347663943365,0.43395447422164,0.329692611884619,0.594402898775898,0.37995926464364,0.736324660154313,0.353999648602535,0.641773437977042,0.463717882484247,0.463794918012837,0.766268528440596,0.45406145708604,0.525296099550637,0.782583065261933,0.46831726815739,0.81034164426982,0.359151737303987,0.481682528973326,0.713639877748467,0.695045230769336,0.421682991507471,0.167826904661075,0.609971465334908,0.641384018885627,0.183790736093569,0.506869916890491,0.382866326098519,0.449392516753752,0.372631437459725,0.36911144881618,0.470969914740079,0.384390905561997,0.441333136612666,0.400826279050632,0.210873170567661,0.477156743664626,0.592592286948466,0.576648305298981,0.329670606603163,0.344754046756514,0.405070184668734,0.362831562151833,0.128319402908999,0.275219763223223,0.728557571265188,0.554808246277832,0.260424868654572,0.763254505279668,0.809421997102385,0.522516680239328,0.667447900926404,0.531948833062763,0.229676774179801,0.615782194030857,0.303499343671581,0.460642212143828,0.654537963137929,0.616229644832661,0.382711225791714,0.6209018402107,0.59722578469007,0.218217601928677,0.6966492567229,0.485076109843535,0.247048042453474,0.507154478254895,0.524339795381495,0.546046651872728,0.301516945808246,0.438262541437382,0.422114925673751,0.275241203850251,0.58516046916024,0.598702215189999,0.406188305733232,0.716763814348645,0.429042344035441,0.478783488562745,0.604418481695703,0.506588383932204,0.179502282756255,0.606287571198461,0.801193003008071
"ES613",0.263511283335084,0.410783121232645,0.271646803292448,0.408041237421553,0.130409354981103,0.303667627018926,0.48041675092859,0.215291817749142,0.476944573804695,0.565347870389996,0.527842009967489,0.0912200443952334,0.212708685614812,0.196677591197495,0.445160915380249,0.444521112939974,0.373725466622425,0.393609073218052,0.165435286185867,0.2606614533556,0.162953344362143,0.319371022273332,0.404058322837164,0.0931204784782561,0.217616842024243,0.464466937833043,0.355905763668263,0.590275222013003,0.398418467032019,0.3600750885038,0.548914506090529,0.405331999843142,0.626441935855668,0.282744669091566,0.259942836260303,0.459205802782039,0.416347903176046,0.300292884063714,0.265311311039824,0.615546953690808,0.37088558355306,0.175941884347502,0.302200399660625,0.253408013981502,0.123561347145618,0.224784743765273,0.321616439916557,0.366414562981392,0.25540460280614,0.202239650673959,0.192577654415236,0.12554129529683,0.475815863812264,0.363282390491866,0.463196867562062,0.301353771697862,0.281920514167748,0.25343440460168,0.198491296427301,0.143831835672947,0.250958156672582,0.383382643163124,0.304969243693505,0.642825337824864,0.314805545989935,0.697278304555446,0.508300632080783,0.669566772741978,0.242447096044714,0.138913308103679,0.43978571165562,0.148138897968318,0.43268540583327,0.38013209951189,0.338740075640561,0.25690875655839,0.679028701604619,0.452413718693276,0.514745055538922,0.687505802913333,0.360115802010732,0.108497076775766,0.485748174330128,0.262238347731121,0.53568525769259,0.205730932526095,0.273731617201482,0.398617830156074,0.207501963034362,0.513445133055021,0.458312378936512,0.350657588107226,0.756457099161232,0.305646717709709,0.230752783599499,0.440969789549043,0.516199559199045,0.15383853598737,0.223703382018744,0.520221265112401
"ES614",0.588618831314474,0.549818308271532,0.493393695735965,0.423803405586984,0.447589647153801,0.57727925166054,0.791969673093826,0.606801036919537,0.399941502804591,0.621994546051075,0.701665012411182,0.704487203207536,0.302874849226975,0.636465334301857,0.649393901329261,0.737593386473085,0.798984260461089,0.867242733224053,0.449265144260134,0.674877573102529,0.384186520957307,0.62654433453341,0.646558657779348,0.650551603819015,0.544524182130305,0.658503208537532,0.489706800015048,0.774043509176807,0.660726502368178,0.657438285253549,0.647044071090687,0.683220012154885,0.932191464768755,0.269963128737137,0.599009321588114,0.774199028791053,0.469369308660022,0.635147968316738,0.759863639170148,0.354631096991782,0.64205827654777,0.525740557474595,0.679121835512133,0.54403306536388,0.594874224114847,0.557725221220431,0.721076356351072,0.686411858994171,0.427139939894464,0.63292634411603,0.50297473431867,0.713600483255354,0.728192316758539,0.736244161106076,0.422461240596654,0.418033696996969,0.48324812506186,0.560528818906448,0.483112548564099,0.549274151544106,0.624317655789051,0.363179753191177,0.785849374416652,0.853361913980904,0.513395638182228,0.896987466581999,0.618291069086673,0.725478252277373,0.737279773561274,0.359921239670199,0.723249624975318,0.774046130596246,0.456658593242002,0.565377872496011,0.473717044113624,0.71655427429883,0.732520633515261,0.442233409059161,0.439482400095069,0.68444858681596,0.510258946126059,0.709330109390785,0.716063363991771,0.458951844008481,0.76044191627531,0.597723426860419,0.321361864634681,0.461547659513571,0.743383647881579,0.646878354592664,0.64649499808764,0.435858761519688,0.903682604971069,0.585514294320366,0.56509969243524,0.602951729719874,0.738210430156031,0.505650461656508,0.433843131133892,0.719928498576704
"ES615",0.593833675954574,0.858414773752026,0.44927432294355,0.502128000781006,0.238613372600522,0.339495010528714,0.651217113952635,0.272071700742123,0.537677076262704,0.731424631200209,0.426003809104086,0.131046799691149,0.67852576709079,0.280863394804751,0.550902769418897,0.330278453771774,0.518622101977487,0.156334796728023,0.477921534744471,0.528476958770131,0.259764316343692,0.474343195990712,0.753383975260107,0.589407921844463,0.576780408459804,0.73394344714732,0.590977141858084,0.828487110104946,0.714523289094117,0.47199123437172,0.576802840194358,0.695884116396871,0.797739527988768,0.307121453005804,0.571721499642585,0.599494674400433,0.694450055740473,0.6085924890641,0.321763121157751,0.656005918336434,0.720551135742075,0.204034791781308,0.661719439862725,0.52814083971419,0.626893098203486,0.408245414716756,0.433324341913471,0.485973663677212,0.338282773346863,0.144004433537209,0.436913426446779,0.535214717601543,0.436903899683477,0.495828749104514,0.486605002302816,0.319183690913331,0.366268915899534,0.61658732827768,0.420809353287367,0.130635136169044,0.307500005478595,0.603624489181503,0.510601623350845,0.340503314256998,0.546193867909227,0.877225253113414,0.513110899689077,0.747756079018878,0.49817494571784,0.252447279097404,0.7064884135429,0.388380151151168,0.462839672594607,0.549191774911129,0.635139503705078,0.404026360534331,0.4318224826885,0.535793250533725,0.159868410214917,0.753224992841831,0.48679353178105,0.345747398388321,0.443718706509503,0.609176305143831,0.48945878777622,0.421751098456139,0.352637725573831,0.42799412572892,0.355374714237008,0.597804965830463,0.575638258590524,0.432936223375067,0.242976174464832,0.698141023430305,0.55382877078278,0.593319422624645,0.469959327689076,0.221425656084081,0.557130954345004,0.444618741122605
"ES616",0.622467359792346,0.506222483971983,0.512133774508122,0.476215916568357,0.747235974869853,0.505366754059235,0.842888751564632,0.753886605197374,0.512730537519893,0.671151194878999,0.730791768524337,0.514014264196492,0.295216828011829,0.531554437239803,0.654330687854369,0.692523388574316,0.829897990375958,0.932816043742922,0.373410015889098,0.681849051004168,0.319468090613148,0.599268136110148,0.651586944958565,0.49498622845846,0.596778803051742,0.749203425991238,0.495388271128372,0.797077022663814,0.666731880413965,0.706636389566056,0.656279284381438,0.717295612656178,0.952016109066115,0.347663648917913,0.633751177726146,0.789762224918873,0.396514118618029,0.639745586351112,0.735507516788076,0.346650957330105,0.708777004159558,0.569570189036258,0.665255897386587,0.531367977286963,0.586038397333043,0.802434534316772,0.528427323935868,0.782141176158643,0.52998243569933,0.617287967260253,0.569568528176951,0.741280106886989,0.84940679197438,0.733327079355645,0.518708718068513,0.384911331926463,0.496912678637333,0.51649897942244,0.473375673605759,0.653243838890467,0.618233396769661,0.348128078153314,0.780798091073367,0.867933786692598,0.634029329611377,0.92767853367402,0.534985687495474,0.669766267139757,0.836233534421951,0.369837835148536,0.724960136816641,0.703070782473,0.459619430016786,0.513288463230764,0.510657424834488,0.739743172875453,0.850541503293257,0.383925476033455,0.537528294853038,0.703468673634154,0.447315217784074,0.363856189208703,0.625732173111385,0.428634125682738,0.813865595814372,0.628382732110074,0.48946490381341,0.32392674294938,0.729226670033777,0.644388146808716,0.607163480335266,0.492952607167229,0.905728375615095,0.59676424966364,0.525302453510859,0.570878407777092,0.68907151990073,0.537643036362317,0.53539538128407,0.79895207406423
"ES617",0.275332460996209,0.44980586839095,0.298870129106897,0.391488086946583,0.13800285842573,0.189280081869982,0.417891224549912,0.22928243091314,0.390803010940437,0.551419381391994,0.57379728241415,0.157896021944245,0.201127408590661,0.236525523552349,0.487578618228035,0.403250315981539,0.365430304112364,0.182062964008545,0.167233929865475,0.183061718321575,0.193906691559042,0.322499242252739,0.400063749383557,0.127378703844976,0.166409579393767,0.435131525718287,0.292620607603549,0.574722769346531,0.353594304470434,0.335896824855182,0.563483391818342,0.33153374853636,0.64934483471253,0.320831402732254,0.275027448981277,0.550035735488177,0.457071173216546,0.285179910015626,0.162273720027739,0.618148004631113,0.436782210601257,0.14673194682556,0.294816625492697,0.158990089632882,0.0994704050030438,0.0743258586269519,0.23875959939011,0.349692258520843,0.310088563965588,0.0544233277108347,0.179174329052518,0.181263381081625,0.435027993077294,0.485461560020064,0.416751678878266,0.32763245200141,0.265403899829998,0.206318044714547,0.174315771156059,0.123202716974096,0.195562143299929,0.335236250233804,0.366362095516022,0.297170641574011,0.241019605914085,0.70679694558525,0.473399677419034,0.63076846041938,0.22626433583533,0.125531837756854,0.472158960595744,0.154839135200377,0.46262313257143,0.360097688103225,0.346033739605747,0.25284503226781,0.543629606023583,0.446358844454311,0.18759654050687,0.452857906417878,0.366410193421409,0.11482472261536,0.512014711860962,0.282394981921297,0.503533032842787,0.202785271490899,0.225243476389497,0.379613007039341,0.196093427121286,0.415224991376212,0.494322934295299,0.356668946684276,0.695658056658149,0.344551566166078,0.325571992970327,0.317465039578039,0.408561599616638,0.108520459060209,0.28595827742706,0.52453396885283
"ES618",0.58383262943078,0.743356401398822,0.304655226028632,0.531157503650243,0.239304548312024,0.450989600564114,0.608124211968797,0.235794601429034,0.382026886998835,0.688593366653026,0.52392772060867,0.132519613520569,0.606853432844423,0.188170543872504,0.535626177918833,0.400013542706778,0.36517656196319,0.316116108637635,0.335150818666959,0.250080962598383,0.236782120493364,0.356742890345028,0.729572563300888,0.28268325707582,0.714321639926835,0.528246057894215,0.555646887488375,0.763083947635394,0.423594203893776,0.450167892674759,0.751981530374437,0.523570689078672,0.684160724331388,0.465161541176342,0.404285005593963,0.633338880796105,0.658525029087317,0.418865243366753,0.332665097671691,0.627940517446126,0.475127143194376,0.192366606177765,0.435090023276281,0.311448260499135,0.330015106239917,0.267986393536755,0.33528814775916,0.395174100429487,0.328219088000312,0.14189509942027,0.425477249716204,0.160408498501235,0.450375275904593,0.481149225605539,0.535876285155643,0.352925768178784,0.371208821008535,0.340077445758297,0.274468289174252,0.157695009490315,0.41165310891143,0.426890865471962,0.393762321893498,0.623939917975474,0.727751788379947,0.853799433955056,0.53820926962117,0.63993637800021,0.504758807299586,0.251751913697654,0.609715881891357,0.284353956232401,0.468006954686702,0.565034840653699,0.61514619756657,0.292572056930202,0.623709444705673,0.690181324008522,0.306505489682042,0.747110235302468,0.418769690462907,0.22515195579782,0.650027791015868,0.511262965117807,0.639470086622609,0.303161874613468,0.398110116722215,0.4349272533725,0.271239914196198,0.701330547565269,0.687579860893438,0.40870730852491,0.79764351202684,0.474597992606752,0.341254808012101,0.579398538435924,0.562519495671548,0.480583912505564,0.443866016320495,0.698986341793433
"ES620",0.6035115550756,0.598122597437794,0.517811345072652,0.405132565972415,0.799353011876035,0.578480297663961,0.85751665644557,0.686196394279914,0.406781249187484,0.627677468555938,0.766901201108376,0.663108189335602,0.307447897011209,0.719219499195332,0.655133589261497,0.74384641594312,0.865039311483335,0.893694070319972,0.464284073829939,0.697715171129635,0.463565822717845,0.567539128383789,0.651553246514797,0.698815759592767,0.555283341653083,0.686519003596617,0.499082336332705,0.793950984420915,0.660149012628673,0.651775446901813,0.652365549172442,0.67982429010019,0.953380311719103,0.350878867556399,0.523003685491413,0.797529057502761,0.449384970762306,0.584863946225357,0.715481730887688,0.365748532107345,0.705796890258097,0.48178146040358,0.682537163933135,0.597570138920692,0.567671157149951,0.559673198409445,0.732810306198981,0.652541531699634,0.50076192564414,0.578473279676675,0.57905983855604,0.72766437243559,0.720928130442506,0.756101848353934,0.409277838482893,0.462659095352973,0.508383086060708,0.583891072373122,0.503148839949621,0.688115671849778,0.656429023529349,0.241947725015301,0.790364453152313,0.868288024035104,0.468913220981971,0.924995013457692,0.574112920484425,0.746673353722649,0.847983959136895,0.51959353545404,0.711378215812835,0.786248607239056,0.484072426731379,0.518029971192147,0.561582432462974,0.771590148847954,0.792372740671553,0.457926713721364,0.423429527698984,0.698141236617016,0.54427617877545,0.533323896763733,0.71490542509638,0.420736096167717,0.764209145182279,0.646155821720207,0.496933524820973,0.348494971248232,0.759505512479195,0.633970759359606,0.639844546360713,0.427412838928549,0.915588717037225,0.59018737509455,0.609011977332717,0.546916503952242,0.711175545699277,0.512660324690216,0.422512629784391,0.721512521050749
"FI193",0.119235116074601,0.0705560056955951,0.082818328020893,0.0873911497682291,0.0243410985156996,0.0202887451589988,0.0340100171706525,0.0545158914387984,0.0463021920930904,0.0555735213652616,0.0235810548768546,0.0239851653141592,0.0947557950431891,0.0719061460653586,0.0890886529296113,0.0594918541490251,0.0522221158074772,0.026345131403727,0.0855312367139554,0.0214933553772359,0.0171300128242085,0.0771916213093555,0.0915643315985428,0.0251070009385629,0.0436285390769741,0.0129698973032192,0.146449960486664,0.0606241451036383,0.0504372058211341,0.0597420458891864,0.0777819112284522,0.0607924023497255,0.00777185681805707,0.0511048592948113,0.0582637240231337,0.0612789573412109,0.062733032383968,0.146129111516374,0.0207473868054485,0.0640135756549105,0.0752469083816298,0.0581618311148211,0.0543981145709486,0.0654548558351947,0.0388196409572317,0.0296665075376035,0.0385978763159257,0.0423982341874048,0.0576006434827045,0.013934719331901,0.0396272032983012,0.0916436066552482,0.049996625569178,0.0734512866590919,0.0805165766194494,0.0471439940161798,0.114307778712321,0.0334197074053899,0.0629747967239507,0.0327556383077779,0.070804233316233,0.029686440702217,0.0475622475352153,0.0216702514855709,0.0145037703971042,0.0522309521358283,0.0742839493479953,0.0357704138637924,0.0372015040390126,0.0561854372096977,0.125506154850769,0.0422969811917767,0.156636531954902,0.0678974229581186,0.0414822880888104,0.0825208559633828,0.0139469868374803,0.0594700012123922,0.0604250280664957,0.0313783340999054,0.0299266255104929,0.027545036067834,0.0330242140687478,0.069337362883479,0.06767703727287,0.0552923147703913,0.0261356603943729,0.051138590787581,0.0658146072277354,0.0475770559232541,0.0411045321062712,0.1471841342317,0.0279247460554537,0.176439909609733,0.0585616494375023,0.0303096233455766,0.0589577506023006,0.0354463020723372,0.0306301039539228,0.0306804411080496
"FI194",0.114884958702747,0.0694683690962703,0.0808629968248779,0.0806893998704807,0.0237660249816141,0.0176982500059909,0.0317191468228992,0.0555658434009289,0.0490792151537264,0.0563500359658209,0.02094134583888,0.022171959747349,0.0950962561476693,0.0919675660870602,0.0937972696233946,0.0635034871631638,0.0534717988332437,0.0220868606576912,0.0919642861859982,0.0218950762831563,0.0193384477010485,0.0758973386845078,0.104759245588858,0.0252176160799158,0.0391178369136734,0.00866345200491602,0.1490572143933,0.0540048420385646,0.051561998753775,0.0641872730513196,0.0802802441210067,0.0473889068132506,0.00737580298970465,0.04648075932102,0.0582964714178707,0.057971785770597,0.0624863352001028,0.145071685249305,0.0214293619801004,0.0704635482637003,0.0795933107402045,0.0588261791255539,0.0588649790022052,0.0645448327923889,0.0356125951550455,0.0229626527123716,0.0386523829899422,0.0427493520799623,0.0579633738138319,0.014570366242272,0.038880309129516,0.0941521521834168,0.0432661165997771,0.0701339499135663,0.079375897403036,0.0415905212366093,0.115603163248437,0.0314996378010154,0.0618134250594321,0.0358854294455903,0.0725877673174435,0.0269104062310774,0.0466632417675824,0.0213100187138141,0.0132118098653013,0.0472358030525711,0.0767240273555162,0.0303886968036523,0.0429528356880939,0.0595000781821531,0.126280057328995,0.0448843393855529,0.161355998638812,0.0752736585375775,0.0433554416688509,0.0903334633027624,0.0146992894259015,0.0539756612200362,0.0581495413161778,0.0312975423368796,0.032733185316958,0.0254978959868348,0.0316394413644283,0.0717988775821969,0.0680373565036791,0.0534127762368479,0.0268834240052098,0.0452296618564286,0.0808605007094081,0.0452786363563566,0.0417685186206518,0.143462081492753,0.0271352742294455,0.173620203834338,0.0640378113978257,0.0298239323728318,0.0663174862977242,0.0349313475858925,0.0271996550228406,0.0311617595889552
"FI195",0.116630265932426,0.0460269818925176,0.0818108705328207,0.086496128517578,0.0253271333202317,0.0170064263368086,0.0318904065495804,0.060388787590632,0.0509750235173818,0.0549347662634834,0.0203464054914751,0.0236740381217134,0.0914337568779542,0.094147045908117,0.0935900346446152,0.0682245295124628,0.0576896236595097,0.0221284032363771,0.106382314462045,0.0226026349414033,0.0202155395995704,0.0704209230832911,0.094497276503673,0.0255798868781462,0.0372983227324505,0.0084834000314425,0.141957085681754,0.0511064449313677,0.0504882584419409,0.0678099002293732,0.0799746566542729,0.0508449010791377,0.0060596005299555,0.0469218068305381,0.0600896742973213,0.0564713660633466,0.0657522318612812,0.142630185139734,0.0244972133391153,0.0691522323452107,0.0764968554412712,0.0610682543180973,0.0596050301381199,0.0673087438066181,0.0363624733032911,0.028798191627588,0.0406759254097749,0.0392284059986321,0.0580082783860066,0.0163941204713332,0.0386392420813479,0.0924356098316922,0.0396775892719799,0.0660325648810669,0.0784907379610912,0.0465480838511315,0.117295005616368,0.0283714946962669,0.0617135483013638,0.0373884959979403,0.076651287925059,0.0268110490640071,0.0473051681742241,0.0225728569157287,0.0157947337635523,0.047653651063464,0.0804156944915281,0.0308033558514541,0.0377003325084075,0.0567008370482183,0.125192167792071,0.0516909663026249,0.158711557593882,0.0737634301514611,0.0430731450552207,0.0935360191178579,0.0126215543682592,0.051006005249595,0.0574854785693868,0.0308800999848024,0.0325894884503015,0.0227625327161336,0.0320413929622189,0.0700826776960383,0.059952672188216,0.055113699497695,0.0291918730595982,0.0451375971365156,0.0823967830580709,0.0448928663162768,0.0384945969236743,0.139974514969164,0.0263392537473146,0.162611010019539,0.06483824113123,0.0262286797220389,0.0663821165559973,0.0328859163479666,0.0256535226084453,0.0318933963781838
"FI196",0.118927234951863,0.076160056015168,0.1154465804739,0.0944113517758959,0.0323539492656704,0.0227484547589223,0.0479111304604427,0.0786793085060164,0.0723880972407364,0.0565409942383344,0.0232101830187713,0.0224268972643732,0.117476345703592,0.0880215473243312,0.0895501843905966,0.0826827573775337,0.0533092747530968,0.0280309358676449,0.0895366462375984,0.026767741467747,0.0187701172973325,0.0773166438112809,0.103531563322564,0.0248202087072648,0.0666966864465247,0.0123476604580951,0.153913127127111,0.0681070959852377,0.0596543985086166,0.0697363885053852,0.0835053546911029,0.0548703526493555,0.0113178927695386,0.0583403502990157,0.064253755643554,0.0607507787625932,0.0823358302862716,0.174627340814548,0.0297440806049959,0.0727044742085525,0.0824501427347378,0.0580674616203115,0.0727383177630024,0.0654943877397406,0.0524756525478281,0.0268906865388823,0.051154686219523,0.0422848518847946,0.0607897098736544,0.0148673815463655,0.043199280931431,0.0979643189109864,0.0503552977529656,0.074207134731552,0.0876553226745098,0.0441882882413151,0.118676451687693,0.0411216876624973,0.067908149656075,0.0537127694708685,0.079495316148278,0.0298724653703153,0.048828201015748,0.0233440446532935,0.0164551074330361,0.0604704766982212,0.07759956275359,0.0362478737330189,0.0449652822296956,0.0717329792025862,0.133152904320206,0.0550617251607422,0.185251284174578,0.0976550385016015,0.0467228799905733,0.0947550445718864,0.0211630677577916,0.0626760363764651,0.0705188979957784,0.0360817322901601,0.0436568602867859,0.0351497695837045,0.0404594025692188,0.0896111508571906,0.0694403526637126,0.0629106790766069,0.0359725001565658,0.0737896172770717,0.0800991149188374,0.0615234800133833,0.0492666557290408,0.155332045425563,0.0294953894021926,0.175592059067181,0.0805975183970989,0.0290223283223938,0.0761954313333128,0.0378901247518202,0.0260739067246096,0.035830843059913
