"NUTM","run1","run2","run3","run4","run5","run6","run7","run8","run9","run10","run11","run12","run13","run14","run15","run16","run17","run18","run19","run20","run21","run22","run23","run24","run25","run26","run27","run28","run29","run30","run31","run32","run33","run34","run35","run36","run37","run38","run39","run40","run41","run42","run43","run44","run45","run46","run47","run48","run49","run50","run51","run52","run53","run54","run55","run56","run57","run58","run59","run60","run61","run62","run63","run64","run65","run66","run67","run68","run69","run70","run71","run72","run73","run74","run75","run76","run77","run78","run79","run80","run81","run82","run83","run84","run85","run86","run87","run88","run89","run90","run91","run92","run93","run94","run95","run96","run97","run98","run99","run100","mean"
"FRE21",0.217013669092267,0.163105036353495,0.171993562309556,0.244005665294994,0.186347785449492,0.224376836192269,0.193837905041176,0.193583493067892,0.148690431033358,0.188512914285594,0.192549198298213,0.229436149585038,0.239925898084005,0.229104553437473,0.245334159928434,0.183819311969535,0.214207168824033,0.19245221256352,0.185440678891918,0.219785922352693,0.162025434845097,0.156667065385785,0.280022040333564,0.177707022062018,0.158678979239157,0.148743657694607,0.177178113419164,0.243795639482925,0.239483503478232,0.234628721084787,0.178342174762613,0.181511366097231,0.178935721611224,0.220647116273337,0.166526956979172,0.17681431792097,0.22553771122663,0.183525652562165,0.145594547629998,0.141025775471928,0.185094992606778,0.186951944635863,0.198714312528915,0.135723445359498,0.084383466779661,0.204888983937159,0.21872615189441,0.166074878891267,0.148499176123206,0.189916970354923,0.17552996237744,0.172141207537876,0.178761130310326,0.152849477619513,0.142146437897035,0.176226696367907,0.178508414588805,0.206778086341782,0.127716902955618,0.162644307839766,0.206321479009263,0.139283453630994,0.234995665208025,0.164615154055436,0.229726610511983,0.155512178448819,0.190178885017516,0.156377963421436,0.148427115570786,0.224972618605803,0.177813269327487,0.148696809535466,0.216629622981003,0.172643026749899,0.156993688346964,0.109516166236933,0.15923328945634,0.136837296541716,0.222789673639549,0.14833047831682,0.180621574318105,0.167584470675298,0.147669865240588,0.171372233667466,0.190773131845503,0.163225848731255,0.210617943879539,0.169947780250611,0.123457896670041,0.151327047647282,0.228472217302073,0.154103763152697,0.152862461475742,0.117793334795879,0.179521069817672,0.218951227343124,0.193200328088256,0.17827849549656,0.259745847337938,0.259182320878886,0.183517943197901
"FRE22",0.243913627600968,0.187884808077896,0.176130932070503,0.320265160578905,0.202596491152392,0.249377115918473,0.207077469233787,0.210564709166957,0.156117427021475,0.208638472617178,0.200709591834976,0.246598131499945,0.250307091764012,0.239544368305649,0.301528486675206,0.191233595453767,0.250331695146605,0.240829940002458,0.216327268784264,0.248598166926973,0.169108133521505,0.162443000364795,0.298227426195673,0.190425737010362,0.160317487216991,0.160074479427689,0.191606563001468,0.273990408167051,0.245274641703374,0.235466134691619,0.198136615190203,0.241481017380449,0.200076904945115,0.23650658814846,0.170122458155032,0.172129894441767,0.264090052973097,0.229460460207031,0.154096187707889,0.156514654459385,0.203013468423464,0.212802586384929,0.190439413689531,0.152875152893847,0.0931608648305291,0.220923224500366,0.230635538888666,0.176496501017944,0.179337528399964,0.199737713317146,0.178063485664045,0.178790646450267,0.19736977825271,0.165851251905081,0.161817416717449,0.18297246932217,0.211736433450319,0.22009967525269,0.15265467549242,0.176990245002078,0.214710178238497,0.161648594857612,0.237021063403251,0.168116958876031,0.237490385546846,0.168857245292219,0.203948450705384,0.176200401707076,0.16896528515239,0.261005588296804,0.207159163362946,0.160244923384272,0.290092874839518,0.206540165419932,0.162124378126531,0.210099008288565,0.17810803519895,0.13723390728177,0.240237639278658,0.147662756576214,0.19490550922198,0.173994440239972,0.18957789212525,0.170232651684589,0.208602938640981,0.200210006530174,0.224127087053715,0.183415980556623,0.126328698626405,0.166723037553916,0.237778621475541,0.170802240901865,0.163556505157751,0.123862674395575,0.177075827721103,0.26528513237792,0.189818483887867,0.189638114067878,0.264681773050955,0.293565043280826,0.201955411269813
"FRE23",0.282043786384783,0.202056923994113,0.167922945830334,0.295042087380996,0.233315690252883,0.248975101816753,0.204894486091887,0.203799806660799,0.185863435151669,0.232643439078226,0.218495666748016,0.294360561215144,0.269576509422208,0.265009819642066,0.288995309111024,0.204355249782225,0.247924009010083,0.237176137134577,0.237544289322171,0.303305689653205,0.172537888420383,0.182393328146741,0.314710194428676,0.240119351285932,0.177862779101495,0.200749781469077,0.185145318521361,0.286387356546207,0.232528397290788,0.238293479232312,0.23801577948762,0.244823036021503,0.201487619372283,0.275558948101506,0.22091290577616,0.178062763114055,0.246752439928724,0.202251460617796,0.199474450468736,0.157730250915085,0.184943817421986,0.239754894436563,0.205191617334261,0.171639092147238,0.0904121939721946,0.242261433911669,0.250738275233102,0.177755355299216,0.169575954464757,0.190292134638352,0.199553590745133,0.194631473185503,0.209416435496403,0.188318628327026,0.157965585244176,0.214729390903752,0.230477048769408,0.21531145030073,0.16239317845332,0.193399131228221,0.223890024948632,0.179248826478882,0.294198930764681,0.167192930075474,0.259329428092437,0.1937090705955,0.234446851099414,0.208050033065409,0.169550699970627,0.225802428490263,0.191313921257305,0.181265790159715,0.297053487501867,0.252702835499727,0.211641847265042,0.172871103195722,0.197690829353747,0.159378388995274,0.303032237005245,0.179833963957626,0.203122508930106,0.189720751442501,0.183413933509086,0.186954256142812,0.237856727820284,0.194674760249642,0.244010747916261,0.226731346511437,0.131014406580761,0.17969990456743,0.259336097816905,0.19267733927472,0.196724386449582,0.126666504199884,0.202925687774906,0.283195564754811,0.228612166477393,0.225688396468461,0.286000963104003,0.296057867646092,0.216851470988523
"FRF11",0.209241065686799,0.124106806099208,0.174111772563423,0.22023232830854,0.113554928244615,0.220730655902819,0.141218023048417,0.148796321153156,0.124237779078295,0.143889481868273,0.159756619146411,0.167308551388542,0.214752605092962,0.170707762941031,0.16845872393985,0.149845446146684,0.160137150266862,0.203685732327963,0.221532856089953,0.233349420268812,0.123058392872555,0.115319983454299,0.191028363582937,0.121097397877824,0.11718268768202,0.117149434121506,0.151323779236925,0.228477792809959,0.192851904902799,0.22066329901871,0.119370706801753,0.127793227773991,0.135777501315038,0.169804069572135,0.147281125483127,0.121305660666632,0.171061385681475,0.207906932482911,0.111895452600718,0.118590733794926,0.13587223263676,0.164977701206063,0.126822171229555,0.108386412181461,0.137979329918963,0.130857349971321,0.1621731084721,0.143613017887648,0.137316076302234,0.131277481375456,0.141495022034196,0.164164043407683,0.119371097823528,0.169129075106014,0.116703959022688,0.156374123733821,0.12223159597202,0.172614242865087,0.110643158492835,0.121032024161886,0.208253030934956,0.101338114165641,0.138429725086075,0.111458834390641,0.149408322735164,0.14087836672686,0.228211914376473,0.146341816014865,0.134105979805102,0.173499862712101,0.130334545112458,0.125326464026553,0.193869329665433,0.135767567747156,0.13970957337961,0.11888094250722,0.1390088217456,0.120902250311844,0.188400902185767,0.110044095454683,0.123072893989598,0.195624261895735,0.134493418892794,0.130310919880459,0.13894596464686,0.184053090734795,0.149815754169884,0.112310606245351,0.133540281001264,0.103493193611211,0.164695912245754,0.131275142270497,0.126584383044538,0.146597548266945,0.134960105650475,0.163120944535075,0.125368098559735,0.122322659989899,0.178019761971816,0.167472144025982,0.15051874629809
"FRF12",0.138836932082573,0.108512274823636,0.132703146698603,0.154573474778948,0.0957674356161755,0.162728044579511,0.121282465612018,0.129456189260195,0.0959167836563883,0.128428445625309,0.117059924977645,0.142427679075818,0.195384165501289,0.110570113850934,0.142250126912675,0.10232142639573,0.12476539299335,0.111815988927323,0.144636586754195,0.177726635246184,0.110171229326859,0.0971006000409725,0.147137897625752,0.110385524606163,0.0973570054660791,0.0997352637090846,0.13058106581003,0.203501928319166,0.180756931502565,0.171075480274002,0.0959486171070923,0.105928822002372,0.11849056700135,0.145053747564465,0.127258853990569,0.108866372129078,0.149156397939491,0.150288153432305,0.110662410753724,0.109425819440924,0.106998606042811,0.135307117649064,0.108126480896809,0.0986582911973581,0.118379621922972,0.121335535636403,0.133674301142944,0.123672794963376,0.127566869230017,0.126552505534627,0.119497976110904,0.134802706415028,0.101442386813334,0.125784280879047,0.101986748888179,0.131586195422914,0.108463498560521,0.135945673760642,0.0934906186495969,0.101449375303284,0.158918044421762,0.0897520262551916,0.13197604918505,0.108777721393307,0.147423586728945,0.109723307972339,0.18587264781779,0.114470475043693,0.105746359466449,0.133279051143687,0.108051820056112,0.0970276885567694,0.17571200155255,0.107037328294845,0.115150912096282,0.112778482015004,0.115342961055955,0.095553577391619,0.167842007555748,0.0915009894038007,0.0989939744602727,0.140273958091829,0.115795753942457,0.119629611595457,0.104580069481554,0.118328762367648,0.132257582617947,0.103858734580685,0.0881118762187768,0.0968894982352345,0.128601794334043,0.101600553538643,0.101200637202283,0.105305306792582,0.107195748274216,0.159505035447043,0.114717528240562,0.099127486575121,0.168965323993827,0.130271618416711,0.123679153982442
"FRF21",0.180033766980741,0.127369862698801,0.111718774571028,0.107710447885856,0.113294518937255,0.125450818852664,0.0907391332059727,0.128764971052508,0.125884417917204,0.118867048538911,0.152128194516274,0.141762185205106,0.153100863605725,0.14132214835491,0.0709688245231916,0.0901854613030356,0.0590652612315801,0.0671920174481709,0.118669760227602,0.137201072575931,0.137644969672654,0.110728730496625,0.121846715542038,0.125238455645879,0.11781768227731,0.119711186095643,0.149730376104819,0.141266196785997,0.196682577330394,0.147784489355876,0.103627060201433,0.148697312058798,0.105860757487312,0.15862446290362,0.12377600099465,0.127937085772413,0.133204158614485,0.116951363851461,0.104580033466314,0.103455185762037,0.108291336203263,0.120819281043431,0.125491507962276,0.0948525661540213,0.0640977987794719,0.133953281563863,0.108558256558798,0.132791683898804,0.0881419287095155,0.150808092880572,0.119169372003955,0.111108173975248,0.118801107662922,0.103701019388493,0.108051238658757,0.112775301045451,0.0857303068249098,0.102590425088911,0.117437348090938,0.136257530627748,0.165018501982818,0.0990601264459045,0.136346671649792,0.116420348702991,0.143971862165301,0.128409837843804,0.170727117198138,0.106528655245673,0.0959449605504399,0.109756599441877,0.104573976692258,0.125023407723067,0.152062985632237,0.114908404915719,0.160049394719155,0.0579170279701922,0.110715783171386,0.135610320618633,0.164614751512012,0.0794973106732949,0.119967899463698,0.0909935091128561,0.0758213847492012,0.147117252244292,0.152951492786623,0.119413362423321,0.132793238847302,0.124290479509932,0.0449349391749373,0.115360400489962,0.170611661176189,0.103342064689084,0.0930726952204855,0.055749480345767,0.140735867502849,0.172953683461403,0.129608163536244,0.107900475891599,0.185178102764143,0.104255272199472,0.120642313776176
"FRF22",0.198540661803875,0.164969841927833,0.175998275979666,0.246772504882373,0.185556292248919,0.228526392901862,0.200549749781622,0.177979957519999,0.153759655725823,0.18324543713349,0.188996178140908,0.218784809492951,0.250075419293668,0.215733617645623,0.25125925941877,0.179316675156514,0.216941695913492,0.203749281291632,0.153514915310872,0.22046893814501,0.158972193220484,0.152409857108998,0.287337915195462,0.177864174847852,0.161250589928477,0.152479237664643,0.191616351631388,0.244603629474094,0.221362678585615,0.220217058253848,0.175958725020432,0.194226874484615,0.180118405356339,0.228995795129772,0.163516104788193,0.181335246890716,0.235314829970191,0.179768780739668,0.146206223812636,0.146528638978559,0.200148326266227,0.198517561451156,0.196920866927465,0.139828227179792,0.0997901460919245,0.202343217421405,0.222597106684904,0.170311910930581,0.143679538240505,0.191270404359451,0.173118010802172,0.171730215311214,0.182081530846379,0.147599196758148,0.150974974901479,0.17055435357358,0.182575302376992,0.209257693156234,0.128161607410482,0.160945584867904,0.208753025640119,0.140724420151998,0.233492917178375,0.164849198393826,0.210287332263342,0.165336060333459,0.179187120972711,0.161817810843538,0.161273369957952,0.233500979651385,0.186269547936288,0.15750738348899,0.218355581304769,0.170456843578841,0.163534626470784,0.119193344804805,0.161197401490201,0.135889583053955,0.215585169367213,0.151526088626494,0.182072132048632,0.162663390184943,0.152138612603797,0.16378843506616,0.197168923557826,0.173175454293296,0.216394140112683,0.171049936472273,0.114039668483392,0.152813858977065,0.229232908276322,0.152241533343664,0.152106141175896,0.126817618964064,0.18043470026005,0.213978712147031,0.192274980213522,0.177679516678254,0.255057791235394,0.264282272411243,0.184253771783694
"FRF23",0.207265179732922,0.156526746704913,0.17884980699986,0.196076271495593,0.181574650212775,0.215969575124152,0.195837239553986,0.187364491193764,0.148886157105375,0.187221336796685,0.196765214088553,0.223970246548531,0.223015920305803,0.220484943191102,0.223138550144986,0.167305686637908,0.207147601006024,0.187212667531028,0.165423833501974,0.188819720093476,0.165176138829154,0.152124386846752,0.272437640417814,0.180408130281383,0.159727135580675,0.149535144064702,0.1777257634489,0.21598367280684,0.239133001955001,0.224407993426714,0.17727018845496,0.181512461102317,0.175185994940651,0.224759398589901,0.17147918750757,0.183079781292763,0.225151185128863,0.18181532985703,0.151977578985023,0.128849715176932,0.190010180056732,0.183969369157513,0.198381911338723,0.146068375419472,0.0768618445623651,0.203304345316269,0.216687307245594,0.161515050192429,0.147728128891085,0.193184507336532,0.173876143850621,0.170163520424953,0.168018399269172,0.147843557228931,0.145425098700748,0.171425475906825,0.172985891556431,0.188933075667655,0.12656665021197,0.163159116219626,0.203318172500284,0.139368733588621,0.224490540081587,0.163233139264814,0.228968869967411,0.152708970907584,0.180885608212291,0.160745619323592,0.149481749612941,0.229190041060845,0.180698785040394,0.152987056614241,0.212146768972814,0.156778066766348,0.148627527608384,0.111181665941357,0.144977118367642,0.138149912939114,0.212914031219531,0.141718912643045,0.170120958697449,0.160413368266571,0.141834528789154,0.174267335749427,0.190719132562286,0.160859502615643,0.209657705606203,0.167330124944148,0.122878532551055,0.151630532024115,0.226623380326335,0.152117608612871,0.154442999991841,0.118627117365682,0.17815011239806,0.217772088889748,0.191394397521695,0.172173369803,0.254022402787206,0.257552694711137,0.179478628000635
"FRF24",0.185373665267943,0.128334587110116,0.131414628473961,0.102457853264104,0.110447988183509,0.137090708558342,0.0898628764563408,0.126788921785843,0.129412108390051,0.0998643437115131,0.139840425581163,0.150958096194243,0.155840555325463,0.146271825659972,0.0977977574973613,0.103245845340554,0.0698994596501417,0.0759191975653508,0.10301398815261,0.144416950477405,0.127289356750463,0.123766800615332,0.108310335013296,0.121791636626605,0.123865167309891,0.119867832493747,0.146456114561908,0.158851714072804,0.191229974303815,0.15884784271625,0.104536101217349,0.141789362909985,0.11508032658607,0.160934363311118,0.117233633959247,0.127154660959843,0.126079187035387,0.125088904814397,0.106283020121818,0.104978125805863,0.125207445336842,0.132975611217205,0.124286506693472,0.100613341743836,0.0739914185663822,0.135319788592467,0.125038499405499,0.156185035009089,0.10265895559443,0.161132477383898,0.126862908625891,0.11336845064107,0.120530870103347,0.0963724144957481,0.106549572975753,0.12846109307126,0.115513745814712,0.107774624952154,0.118299438797315,0.139158262991019,0.171150942825024,0.110292695250364,0.131693116264132,0.119435256366858,0.135692516631115,0.139221091398093,0.160651246386564,0.104866081317848,0.131315019880164,0.124205452870416,0.126422950037559,0.121976138815298,0.139557209531023,0.115100170864716,0.150333840206275,0.0739363409567223,0.106478700735436,0.136228523598535,0.17686314662339,0.0828216819346836,0.118778490385916,0.0889281509859302,0.0928759164503491,0.143338629433446,0.154379143254421,0.127009713876887,0.141765365329687,0.119481629257336,0.0660734844164908,0.114190637909618,0.169792525249426,0.0968979989187744,0.097782312307592,0.0789169508539163,0.137534484132522,0.148058931576053,0.124564094331606,0.103864135489483,0.182263761008211,0.106401009963609,0.124191261934681
"FRF31",0.179516644004616,0.0984387480465806,0.121528083043745,0.122134520170999,0.098180437696684,0.155255957502869,0.0977340258406425,0.124539457330499,0.102595452198414,0.104195831883449,0.129216924780732,0.12745494355718,0.163879418604048,0.104597603483374,0.107021530215343,0.0946466016512357,0.122028077578156,0.0865924705629053,0.12297636405112,0.156032319006616,0.112780995083513,0.0898972818426476,0.141600669539576,0.104146054258339,0.0993003212143597,0.0943687683496542,0.126484397740031,0.161176795563631,0.144184228714008,0.12866119486187,0.0895617802523448,0.107842442849857,0.107572045464372,0.136010195772597,0.11612941362469,0.0903705553179112,0.111883810385449,0.108340047836668,0.0894033252062639,0.0949857540235536,0.0986268348351866,0.119527916181485,0.113680353099986,0.0873353375019598,0.0623678615249915,0.1211107702709,0.110941736685682,0.120760215488437,0.0922057817194774,0.114846127478728,0.107338895645574,0.112565705859688,0.103716247695789,0.0713670315212442,0.088506722272263,0.113064492240969,0.0996709898339989,0.108730270855825,0.0930026987726386,0.110943611063018,0.13366235061243,0.0828121936213585,0.118910110651023,0.0880341168390713,0.130017049032453,0.108931086583494,0.140529743835966,0.0861918473954532,0.0962133150909641,0.11293625996776,0.0997211518555882,0.0877041208637762,0.132571229288463,0.0841132168780001,0.118182191727874,0.0777167633046629,0.0833017634214488,0.09603628910163,0.159683896068425,0.0750528905612504,0.106741123441243,0.116040571834856,0.0898431129265797,0.106182773548506,0.104402165373198,0.0901040525166071,0.110929237115738,0.102274850171023,0.0669847344423915,0.0980970613259983,0.155306413020952,0.0850566592494389,0.0930514286910589,0.0783417422123678,0.132137361889949,0.126642177535621,0.116542443676238,0.0834820715619912,0.153682290347136,0.113221718787977,0.109649606660283
"FRF32",0.180336129542954,0.128466748892086,0.118631387229823,0.111398521326429,0.110602933476142,0.113443772240433,0.11323191496269,0.131059844852406,0.128545056796641,0.104151379171658,0.13955643292268,0.158349628845355,0.14150410752079,0.141986139770782,0.0869409474952144,0.117243176555763,0.106588283230414,0.0736418250077287,0.105758029471744,0.134050053628532,0.129863106702155,0.123390894811354,0.101840294619008,0.121892717029394,0.11964879137917,0.118320700405941,0.13799558667932,0.136326960055036,0.199249225509081,0.143247358351764,0.112688484687451,0.141313445207647,0.12453171065685,0.161663307355334,0.138620993128691,0.126385978337661,0.130702572443213,0.126220850937506,0.10664395763556,0.102943139344064,0.12064945223166,0.129882702431099,0.121991013403897,0.0995698883005831,0.0568615594078482,0.135249810703321,0.109073640826475,0.149235170803488,0.0995769065667105,0.155929738626836,0.126026039147469,0.115031843965894,0.120443650724141,0.107401506458629,0.112651767256766,0.132817953886633,0.105689674807806,0.0949992399319895,0.119434920698102,0.138871226805518,0.154916284942321,0.103945013938273,0.11979715031316,0.11417906391797,0.131961492285801,0.129127147914885,0.162164456623381,0.110743823975966,0.117203605794995,0.130274680822981,0.118886101041307,0.122576851675175,0.119821789554801,0.103331160580674,0.155624070499214,0.0731310288177072,0.101344906397232,0.136939429393485,0.169571612628431,0.0828635658642997,0.114588553828025,0.0927105200862302,0.100151231486101,0.146210037065669,0.149578931070157,0.118640253343698,0.13699058068784,0.123207335478076,0.0734918900810559,0.113960958995728,0.169404669104293,0.101843347920506,0.0948932720686635,0.0781926236222287,0.136770147069871,0.148442759898887,0.123708861377015,0.100122769400601,0.182079582147681,0.133822025370121,0.122975776822858
"FRF33",0.182983485839888,0.102454481612426,0.122494948203358,0.127842337474268,0.103873151890133,0.167438996545206,0.109140673795169,0.128026948372917,0.101994502062627,0.105525545080734,0.129856594733526,0.124600174607672,0.168728865385061,0.106550638967686,0.121015277842834,0.0939561915854343,0.120785979372305,0.0915831747379249,0.134773195358424,0.18834948202666,0.112780995083513,0.0888360003138281,0.145832112807361,0.104146054258339,0.10024577358061,0.096578970553667,0.128259894743042,0.155420813238301,0.147279491445094,0.14887022669647,0.0909202650832208,0.107900725795346,0.10555208701407,0.142826766243884,0.116605624246954,0.0907923668156373,0.113767183762395,0.114492662669156,0.0927564039435268,0.0933667335559063,0.0988841089054587,0.119524430321736,0.113962258003877,0.0941896025206575,0.0688206442258903,0.12306063051342,0.122606910949578,0.120726873131952,0.0923147900189397,0.11514897023526,0.115664660941963,0.115549460307667,0.104048942948299,0.0761217357571683,0.0904343918719793,0.116373182827378,0.103465021360876,0.113466283058179,0.0929248191925911,0.111177722185932,0.138027615707257,0.0840513755747459,0.122716364964304,0.0899116306015044,0.12973385464997,0.115641456792169,0.141534029727335,0.0894322067942082,0.107759055642464,0.123602050038482,0.102535025666913,0.088004025049337,0.130099372947337,0.0874307006194574,0.118976744678958,0.0781319691983246,0.0908053492808358,0.0964225900523662,0.161324035367793,0.0773387075300736,0.103657899650853,0.117511328104551,0.0938724774637881,0.108016834425576,0.104653238434486,0.0941353420141378,0.113226538148137,0.102378017997584,0.0706213444182137,0.0977039654454093,0.153534996929128,0.0860803228192862,0.0930587369019486,0.101328562178614,0.132137361889949,0.124340140202983,0.116503248779643,0.0890801523685231,0.154250072167119,0.113297960961832,0.11280537938809
"FRF34",0.128133523363267,0.0965680904263934,0.101075395735048,0.10315490058034,0.0845286122980655,0.134009670313861,0.0999205338847561,0.11148122152667,0.0851179043313202,0.106135561924295,0.0963554677394182,0.121514934064711,0.149544657888693,0.0926453053255804,0.100635704378134,0.0731900733188174,0.111380833965144,0.0977823035901235,0.0921399735115899,0.121861889410262,0.103353593906315,0.0844552272324566,0.130833798868964,0.105146580475198,0.0882090748296938,0.0963046407328979,0.108108721001063,0.138915523061404,0.143866125157678,0.122412678835003,0.0780501474893443,0.103482656577002,0.102812874613555,0.132736157656924,0.109706823886369,0.0907253460808773,0.11073235708266,0.0940199030523453,0.0906424478560907,0.08899502702055,0.0994135752517798,0.113332089232437,0.102936012272452,0.0835885102719732,0.0627452005245584,0.11552333025137,0.0999857542061905,0.102698142576135,0.0934796841001179,0.107073923166441,0.0978189538076287,0.115329822353542,0.0969597781916447,0.0728619481354505,0.0897864203032767,0.112736938134945,0.0940341549670757,0.107624797071401,0.0877685695978142,0.0944239374262731,0.124209527524353,0.079332084183209,0.114733746711858,0.0913864469860908,0.128427349201159,0.0975137058571206,0.143807087443001,0.0962849526823393,0.0962102357766589,0.0994391297494308,0.0912069973469135,0.0867152628612893,0.130837315291195,0.0730762197615348,0.105443628237119,0.0774497513579453,0.0839093378574179,0.0879026857658834,0.146430667557333,0.0709990720142792,0.0882986677539618,0.0951602502842997,0.0910708365070127,0.102167594872219,0.0955350216173612,0.0837738422051238,0.112437853603534,0.0980258068791575,0.0634868586994403,0.0901876543141452,0.125359078276243,0.0834232467304736,0.0868278229831182,0.056839787541145,0.105772935489195,0.118009459854139,0.105828204550273,0.0808840507210768,0.139773226400801,0.10989995667386,0.101388851649581
"FRG01",0.345323337194378,0.229467492727782,0.269027905606954,0.320121482692817,0.253531010799776,0.385834919587112,0.231042272961934,0.358734143868701,0.240811065901993,0.292741172023703,0.269743680620291,0.330017790822801,0.335035816780552,0.287686134524336,0.299031377371854,0.205136277774053,0.235801403555763,0.261962161144336,0.279743924190513,0.334382018466504,0.224153421944345,0.19483137947578,0.303254409304291,0.27031557452912,0.189531094673267,0.243687938073468,0.231759372660843,0.288058421103802,0.30092859281668,0.282167689808686,0.280005236458112,0.290091592239985,0.260670295801293,0.314074688822065,0.251930675263242,0.250998875530006,0.265115397499998,0.234441746686307,0.236973530099865,0.203497841129458,0.27501094909359,0.282773303132969,0.24185081179169,0.220621367589992,0.164063088283777,0.319558967484936,0.303357033593595,0.241800820172362,0.178765104749541,0.235561682383977,0.234349050111037,0.299294119679126,0.264311281418568,0.242121739471065,0.218587865380371,0.227722733119569,0.270297564653331,0.202281217480708,0.215466376089235,0.262802185944507,0.288660201389177,0.217888842152676,0.341251025679861,0.246382699991362,0.262416952231492,0.237581318559536,0.278948489918823,0.246747475407701,0.203466480700801,0.206944253300514,0.232264782845833,0.253959307189728,0.319963451925793,0.2598736058101,0.258182478931559,0.201636092223578,0.24065517533208,0.230547583535762,0.342531698517573,0.229869454921769,0.257317331155848,0.274006120953848,0.203613476992721,0.214816368858011,0.257114621604056,0.216242597642551,0.288861624143586,0.278961215730793,0.183075362553631,0.213217655124381,0.358231005536029,0.229727241747176,0.194639456290215,0.144091691437714,0.223054107998535,0.288844280330857,0.267314802638128,0.244524543449855,0.305856879626936,0.292859211620294,0.258184013901616
"FRG02",0.349439334168739,0.229467492727782,0.243100973357755,0.306512524105612,0.245556455076123,0.338430283220168,0.216396721958779,0.296038077677529,0.219486278619046,0.260603260983097,0.260727313251761,0.324855185528236,0.329599018848495,0.279424112625709,0.292516814039015,0.204677152674299,0.236613084873985,0.25202334157517,0.240304657947331,0.32205454339604,0.215419405763614,0.194682034948033,0.292358244686196,0.247225244636725,0.173579006054106,0.236997700660946,0.224132174398288,0.288374435607079,0.303704250937936,0.249839822134392,0.267405404547365,0.272703914524566,0.248093738432941,0.304829131178872,0.246585484097623,0.244275989518822,0.251729729558352,0.208240388769459,0.221285486268864,0.201429957514502,0.256063967342825,0.258702035690142,0.232294222586381,0.196623224476404,0.132008865388145,0.285655930430385,0.304850515289939,0.221631762823307,0.177544707910607,0.220833418907887,0.229438315171102,0.240080204029173,0.251635570318401,0.229083647101964,0.216286011071848,0.224863323817303,0.26707465024161,0.202303091577884,0.195592228176981,0.235680151699718,0.283787944359565,0.198534261365431,0.323107314104515,0.216736437105562,0.262750597428138,0.197413876994438,0.264273076343532,0.227341037275673,0.189786022683941,0.208541221580714,0.209272623395146,0.252654652249403,0.307665021307268,0.25867863322133,0.249138126104172,0.185230561764919,0.227816262101416,0.226416920548846,0.32931011513836,0.225278480732499,0.228424061749913,0.221055522100014,0.202357319184984,0.206536301378335,0.260389415315836,0.206753994058974,0.275578700411079,0.282309878640738,0.18682714203058,0.207797372453386,0.298230026666723,0.199911152769618,0.188042453054058,0.143074120926721,0.226628099277599,0.288844280330857,0.253605040043589,0.239703436919236,0.306647677607463,0.283078805896955,0.244684920015669
"FRG03",0.34349591431863,0.229467492727782,0.242204332418912,0.290823406752033,0.244577685250412,0.299324006305848,0.170849683252963,0.28475413297867,0.21868728755099,0.246991863185757,0.260727313251761,0.316597591605513,0.316850746631754,0.274669138437544,0.232865192937854,0.189458902140755,0.144396111148861,0.24342968415812,0.22264647307532,0.299091003365564,0.215419405763614,0.189427009274038,0.275553290268084,0.247225244636725,0.172920783025486,0.234581856865774,0.219606606901724,0.276440697292356,0.300602775849993,0.239930059856787,0.255773223474374,0.272280628886995,0.247540046399486,0.29856888869871,0.21987212736964,0.247575481953924,0.23920737585498,0.206940102148581,0.221305874852293,0.19953533695023,0.25238043797827,0.261218852715396,0.231815731251013,0.189178436416331,0.129604497865329,0.274600518808818,0.288583977479082,0.218070620381394,0.163742660310946,0.217107856975754,0.219944268096876,0.227800979692911,0.251635570318401,0.224691315166515,0.212258711697361,0.205457772443142,0.25461783571762,0.198494648131128,0.193963138781768,0.235680151699718,0.280234442995081,0.198534261365431,0.314914304472169,0.207540450710171,0.262404164079181,0.19696146714846,0.239207687487668,0.221199405351091,0.187063351344282,0.203921711475568,0.205498874152951,0.249551367530182,0.285723664054989,0.254060940749488,0.245439928081423,0.178270540487488,0.217310225370534,0.223057782488881,0.315696014122626,0.221887872480671,0.226914313900165,0.161386540429688,0.187236786760467,0.20934332886667,0.258218334089775,0.203832017710044,0.275263902529756,0.282309878640738,0.169368810315987,0.207797372453386,0.297283217332355,0.173171433753748,0.185259199596175,0.106893758304488,0.226628099277599,0.288844280330857,0.253605040043589,0.226795502768889,0.297732939927638,0.259208967958487,0.235086349406854
