"Longitude","Latitude","Admin","Year","disease"
167.240515,-20.944847,-999,2003,"dengue"
166.214976,-21.606844,-999,2003,"dengue"
166.560383,-20.646775,-999,2003,"dengue"
166.458,-22.2758,-999,2004,"dengue"
166.458,-22.2758,-999,2007,"dengue"
166.458,-22.2758,-999,2008,"dengue"
166.45,-22.15,-999,2008,"dengue"
166.465087,-22.271623,-999,2009,"dengue"
166.214596,-21.6068,-999,2009,"dengue"
165.157457,-21.347381,-999,2009,"dengue"
57.583,-20.299999,-999,2009,"dengue"
57.512,-20.154,-999,2009,"dengue"
125.57,-8.55,-999,1999,"dengue"
125.57,-8.55,-999,2000,"dengue"
125.57,-8.55,-999,2008,"dengue"
45.161934,-12.79908,-999,2006,"dengue"
45.21389,-12.79083,-999,2010,"dengue"
49.905167,-16.891288,-999,2006,"dengue"
49.402,-18.15,-999,2006,"dengue"
146.091553,-17.904526,-999,2010,"dengue"
145.933334,-17.933332,-999,2010,"dengue"
146.793,-19.28,-999,1981,"dengue"
146.793,-19.28,-999,1982,"dengue"
146.793,-19.28,-999,1983,"dengue"
146.793,-19.28,-999,1990,"dengue"
146.793,-19.28,-999,1992,"dengue"
146.793,-19.28,-999,1993,"dengue"
146.793,-19.28,-999,1998,"dengue"
146.793,-19.28,-999,1999,"dengue"
146.806,-19.248,-999,2001,"dengue"
146.797,-19.286,-999,2001,"dengue"
146.817,-19.271,-999,2002,"dengue"
146.793,-19.28,-999,2002,"dengue"
146.760507,-19.288623,-999,2003,"dengue"
146.818,-19.258,-999,2003,"dengue"
146.751752,-19.306688,-999,2003,"dengue"
146.793,-19.28,-999,2003,"dengue"
146.818,-19.258,-999,2004,"dengue"
146.751,-19.307,-999,2004,"dengue"
146.793,-19.28,-999,2004,"dengue"
146.793,-19.28,-999,2005,"dengue"
146.751752,-19.306688,-999,2006,"dengue"
146.818485,-19.259618,-999,2007,"dengue"
146.795886,-19.282224,-999,2007,"dengue"
146.833328,-19.133333,-999,2009,"dengue"
146.800003,-19.25,-999,2009,"dengue"
146.833,-19.142,-999,2009,"dengue"
146.793,-19.28,-999,2009,"dengue"
146.030598,-17.523863,-999,2009,"dengue"
146.255718,-20.0701,-999,1992,"dengue"
146.26,-20.1,-999,1993,"dengue"
146.255718,-20.0701,-999,1993,"dengue"
146.255718,-20.0701,-999,2009,"dengue"
145.785971,-17.091901,-999,1981,"dengue"
145.785971,-17.091901,-999,1982,"dengue"
145.741,-16.925,-999,1995,"dengue"
145.751,-16.936,-999,1996,"dengue"
145.739,-16.844,-999,1997,"dengue"
145.749,-16.852,-999,1997,"dengue"
145.762,-16.934,-999,1997,"dengue"
145.765,-16.925,-999,1997,"dengue"
145.759,-16.906,-999,1997,"dengue"
145.739,-16.844,-999,1998,"dengue"
145.749,-16.852,-999,1998,"dengue"
145.762,-16.934,-999,1998,"dengue"
145.765,-16.925,-999,1998,"dengue"
145.759,-16.906,-999,1998,"dengue"
145.739,-16.844,-999,1999,"dengue"
145.749,-16.852,-999,1999,"dengue"
145.762,-16.934,-999,1999,"dengue"
145.765,-16.925,-999,1999,"dengue"
145.759,-16.906,-999,1999,"dengue"
145.69243,-16.821056,-999,2002,"dengue"
145.745602,-17.015752,-999,2003,"dengue"
145.680757,-16.790655,-999,2003,"dengue"
145.69243,-16.821056,-999,2003,"dengue"
145.745,-16.881,-999,2003,"dengue"
145.76,-16.91,-999,2003,"dengue"
145.745,-16.881,-999,2004,"dengue"
145.757,-16.919,-999,2004,"dengue"
145.787,-17.093,-999,2006,"dengue"
145.7656,-16.9397,-999,2008,"dengue"
145.770859,-16.920334,-999,2008,"dengue"
145.831714,-17.108409,-999,2008,"dengue"
145.762,-16.924,-999,2008,"dengue"
145.872196,-16.915762,-999,2009,"dengue"
145.770859,-16.920334,-999,2009,"dengue"
145.831714,-17.108409,-999,2009,"dengue"
145.762,-16.924,-999,2009,"dengue"
142.218175,-10.580803,-999,1981,"dengue"
142.157135,-10.65251,-999,1981,"dengue"
142.218175,-10.580803,-999,1982,"dengue"
142.157135,-10.65251,-999,1982,"dengue"
142.157135,-10.65251,-999,1983,"dengue"
142.157135,-10.65251,-999,1995,"dengue"
143.769822,-9.59398,-999,1996,"dengue"
143.409805,-9.755558,-999,1996,"dengue"
144.051089,-9.917449,-999,1996,"dengue"
142.1378,-10.3858,-999,1996,"dengue"
142.775095,-9.902865,-999,1996,"dengue"
142.218175,-10.580803,-999,1996,"dengue"
142.157135,-10.65251,-999,1996,"dengue"
143.769822,-9.59398,-999,1997,"dengue"
143.409805,-9.755558,-999,1997,"dengue"
144.051089,-9.917449,-999,1997,"dengue"
142.1378,-10.3858,-999,1997,"dengue"
142.775095,-9.902865,-999,1997,"dengue"
142.218175,-10.580803,-999,1997,"dengue"
142.157135,-10.65251,-999,1997,"dengue"
142.157135,-10.65251,-999,1998,"dengue"
142.157135,-10.65251,-999,1999,"dengue"
142.157135,-10.65251,-999,2000,"dengue"
142.775095,-9.902611,-999,2003,"dengue"
142.157135,-10.65251,-999,2003,"dengue"
142.775095,-9.902611,-999,2004,"dengue"
142.218175,-10.580803,-999,2004,"dengue"
142.157135,-10.65251,-999,2004,"dengue"
142.218175,-10.580803,-999,2005,"dengue"
142.157135,-10.65251,-999,2006,"dengue"
142.157135,-10.65251,-999,2008,"dengue"
142.32502,-10.908156,-999,2009,"dengue"
142.157135,-10.65251,-999,2009,"dengue"
145.3702,-16.4618,-999,1981,"dengue"
145.3702,-16.4618,-999,1982,"dengue"
145.3702,-16.4618,-999,1997,"dengue"
145.4627,-16.4861,-999,1997,"dengue"
145.3702,-16.4618,-999,1998,"dengue"
145.4627,-16.4861,-999,1998,"dengue"
145.3702,-16.4618,-999,1999,"dengue"
145.4627,-16.4861,-999,1999,"dengue"
145.3702,-16.4618,-999,2000,"dengue"
145.4627,-16.4861,-999,2000,"dengue"
145.3702,-16.4618,-999,2003,"dengue"
145.3702,-16.4618,-999,2008,"dengue"
145.465833,-16.483979,-999,2008,"dengue"
145.46666,-16.483334,-999,2009,"dengue"
-82.3594,23.1366,-999,1977,"dengue"
-80.43,22.14,-999,1981,"dengue"
-80.39,22.24,-999,1981,"dengue"
-82.2693,23.0727,-999,1981,"dengue"
-82.3594,23.1366,-999,1981,"dengue"
-82.385988,23.10026,-999,1981,"dengue"
-75.992632,20.213234,-999,1997,"dengue"
-75.848336,20.187941,-999,1997,"dengue"
-77.91368,21.38667,-999,1997,"dengue"
-75.2,20.14,-999,1997,"dengue"
-75.781514,20.097588,-999,1997,"dengue"
-75.99358,20.044803,-999,1997,"dengue"
-75.807443,20.044803,-999,1997,"dengue"
-75.771682,20.057302,-999,1997,"dengue"
-75.821334,20.034617,-999,1997,"dengue"
-75.729655,20.03369,-999,1997,"dengue"
-75.973207,19.996648,-999,1997,"dengue"
-75.754658,19.985536,-999,1997,"dengue"
-75.537962,19.941085,-999,1997,"dengue"
-75.786144,20.021652,-999,1997,"dengue"
-75.822,20.029,-999,1997,"dengue"
-82.45,23.1,-999,2001,"dengue"
-82.43,23.07,-999,2001,"dengue"
-82.21,23.05,-999,2001,"dengue"
-80.12,22.37,-999,2001,"dengue"
-79.78,22.25,-999,2001,"dengue"
-77.71,21.36,-999,2001,"dengue"
-77.5,20.73,-999,2001,"dengue"
-82.36,23.13,-999,2001,"dengue"
-82.38,23.1,-999,2001,"dengue"
-82.45,23.1,-999,2002,"dengue"
-82.43,23.07,-999,2002,"dengue"
-82.21,23.05,-999,2002,"dengue"
-80.12,22.37,-999,2002,"dengue"
-79.78,22.25,-999,2002,"dengue"
-77.71,21.36,-999,2002,"dengue"
-77.5,20.73,-999,2002,"dengue"
-82.36,23.13,-999,2002,"dengue"
-82.364531,23.10326,-999,2002,"dengue"
-82.324438,23.020538,-999,2006,"dengue"
-82.369356,23.134201,-999,2006,"dengue"
-82.482465,23.076122,-999,2006,"dengue"
-82.386754,23.101214,-999,2006,"dengue"
-82.441154,23.105793,-999,2009,"dengue"
-82.364166,23.138332,-999,2009,"dengue"
-76.789055,17.989836,-999,1963,"dengue"
-76.749816,18.009264,-999,1977,"dengue"
-76.789742,17.99506,-999,2007,"dengue"
-63.045818,18.025999,-999,2010,"dengue"
-52.65,5.15,-999,1991,"dengue"
-54.03,5.5,-999,1991,"dengue"
-52.33,4.93,-999,1991,"dengue"
-52.65,5.15,-999,1992,"dengue"
-54.03,5.5,-999,1992,"dengue"
-52.33,4.93,-999,1992,"dengue"
-54.030962,5.499463,-999,1993,"dengue"
-52.32379,4.923358,-999,1993,"dengue"
-54.030962,5.499463,-999,1994,"dengue"
-52.32379,4.923358,-999,1994,"dengue"
-54.030962,5.499463,-999,1995,"dengue"
-52.32379,4.923358,-999,1995,"dengue"
-54.030962,5.499463,-999,1996,"dengue"
-52.6465,5.16378,-999,1996,"dengue"
-54.030962,5.499463,-999,1997,"dengue"
-52.6465,5.16378,-999,1997,"dengue"
-52.32379,4.923358,-999,1997,"dengue"
-54.030962,5.499463,-999,1998,"dengue"
-52.6465,5.16378,-999,1998,"dengue"
-52.32379,4.923358,-999,1998,"dengue"
-52.32379,4.923358,-999,1999,"dengue"
-54.030962,5.499463,-999,2000,"dengue"
