"Longitude","Latitude","Admin","Year","disease"
-81.39026,7.95972,"-999",2014,"chik"
-67.59583,10.24694,"-999",2014,"chik"
120.58333,17.33333,"2",2014,"chik"
-53.12578,3.93389,"-999",2014,"chik"
76.93333,15.15,"-999",2014,"chik"
77.28176,12.72031,"-999",2014,"chik"
77.83673,13.52287,"-999",2014,"chik"
74.5,15.86667,"-999",2014,"chik"
75.7,16.83333,"-999",2014,"chik"
76.94373,11.92615,"-999",2014,"chik"
-80.45811,27.37587,"2",2014,"chik"
103.80805,1.29162,"-999",2008,"chik"
122.47361,10.69306,"-999",2015,"chik"
122.38333,10.71667,"-999",2015,"chik"
122.36667,10.86667,"-999",2015,"chik"
122.5005,11.00573,"-999",2015,"chik"
122.25,10.76667,"-999",2015,"chik"
123.23431,11.51592,"-999",2015,"chik"
-66.41667,10.25,"1",2014,"chik"
-69.83333,10.16667,"1",2014,"chik"
-66.58334,8.66667,"1",2014,"chik"
-71.16666,8.5,"1",2014,"chik"
124.3102,0.7339,"-999",2014,"chik"
112.62806,-7.97778,"-999",2014,"chik"
-170.7225,-14.29972,"-999",2014,"chik"
-57.95,5.45,"-999",2014,"chik"
-67.28479,10.23132,"-999",2014,"chik"
-58.12585,6.81692,"-999",2014,"chik"
-84.18794,9.9702,"0",2014,"chik"
76.23708,9.96486,"-999",2014,"chik"
76.9525,8.4875,"-999",2014,"chik"
102.25,2.25,"1",2008,"chik"
113.0012,2.55743,"1",2008,"chik"
-75.41224,10.33056,"-999",2014,"chik"
-74.33334,9,"1",2014,"chik"
-76,0.5,"1",2014,"chik"
-74.79639,10.96389,"-999",2014,"chik"
-75.51444,10.39972,"-999",2014,"chik"
-72.5,11.5,"1",2014,"chik"
-74.20167,11.24722,"-999",2014,"chik"
-75,9,"1",2014,"chik"
-73.1,3.9,"1",2014,"chik"
-75.75,2.5,"1",2014,"chik"
-73.25,7,"1",2014,"chik"
-73,3.5,"1",2014,"chik"
-76.5,3.75,"1",2014,"chik"
76.83334,17.33333,"-999",2014,"chik"
-171.76254,-13.92598,"0",2014,"chik"
-73.12583,7.12972,"-999",2014,"chik"
-72.08333,7.83333,"1",2014,"chik"
-66.10572,18.46633,"-999",2014,"chik"
-75.0525,3.15306,"-999",2014,"chik"
-88.97967,13.49536,"1",2014,"chik"
-80.48311,26.15036,"2",2014,"chik"
-73.635,4.15333,"-999",2014,"chik"
-74.03001,8.67044,"-999",2014,"chik"
-75.08334,9.95,"-999",2014,"chik"
-75.18333,10.23333,"-999",2014,"chik"
111.5677,-7.6553,"-999",2014,"chik"
-61.51667,10.65,"-999",2014,"chik"
-64.5,9,"1",2014,"chik"
-64.93653,18.35329,"-999",2014,"chik"
110.16409,-7.82668,"-999",2014,"chik"
78.70467,10.79048,"-999",2014,"chik"
78.70467,10.79048,"-999",2014,"chik"
78.59911,11.14805,"-999",2014,"chik"
-60.5275,11.31507,"-999",2014,"chik"
80.24963,13.06042,"-999",2014,"chik"
-80.5,7.58333,"-999",2014,"chik"
-169.67757,-14.17238,"-999",2014,"chik"
101.75,6.33333,"1",2008,"chik"
-42,-12,"1",2014,"chik"
-52,1,"1",2014,"chik"
-44,-18,"1",2014,"chik"
-81.2256,19.31896,"0",2014,"chik"
3.88333,43.6,"-999",2014,"chik"
106.8063,-6.18619,"1",2008,"chik"
-77.31901,18.15142,"0",2014,"chik"
-81.6504,28.1495,"1",2014,"chik"
-38.96667,-12.26667,"-999",2014,"chik"
-38.50877,-12.97256,"-999",2014,"chik"
-38.42269,-12.13524,"-999",2014,"chik"
-38.96373,-12.60076,"-999",2014,"chik"
-38.7586,-12.39616,"-999",2014,"chik"
107.9201,-7.0384,"-999",2014,"chik"
110.52453,-7.77525,"-999",2014,"chik"
-61.67938,12.11293,"0",2014,"chik"
-59.56195,13.17871,"0",2014,"chik"
-90.785,14.305,"-999",2014,"chik"
-87.06242,14.45411,"-999",2014,"chik"
-76,5,"1",2014,"chik"
-75.28188,2.9273,"-999",2014,"chik"
-69.96667,12.5,"1",2014,"chik"
-62.18693,16.73536,"1",2014,"chik"
-87.16666,14.25,"1",2014,"chik"
-76.2,4.08667,"-999",2014,"chik"
100.35427,-0.94924,"-999",2008,"chik"
88.32393,21.65766,"-999",2008,"chik"
-79.5,-4.16667,"1",2014,"chik"
102.13333,1.46667,"-999",2008,"chik"
103.39379,0.99503,"-999",2008,"chik"
76.5087,9.9904,"1",2014,"chik"
-88.68477,17.21767,"0",2014,"chik"
-149.45979,-17.64079,"0",2014,"chik"
-81.37436,19.2866,"-999",2014,"chik"
-67.46667,9.96667,"-999",2014,"chik"
72.0043,22.9988,"1",2014,"chik"
-96.6578,19.3318,"1",2014,"chik"
79,16,"1",2014,"chik"
78,23.25,"1",2014,"chik"
75.8798,19.5597,"1",2014,"chik"
-93.90184,16.2375,"-999",2014,"chik"
109.99286,-7.71529,"-999",2014,"chik"
78,11,"1",2014,"chik"
-86.25139,12.13639,"-999",2014,"chik"
-87.58333,13.58333,"1",2014,"chik"
-76.55,3.41667,"2",2014,"chik"
-84.45665,9.53173,"-999",2014,"chik"
85.0014,20.7524,"1",2014,"chik"
74.0039,25.9975,"1",2014,"chik"
79.5,18,"1",2014,"chik"
-39.38105,-11.84558,"2",2014,"chik"
-86.1,11.96667,"-999",2014,"chik"
-85.91747,12.92559,"-999",2014,"chik"
-87.13105,12.62937,"-999",2014,"chik"
-84.73729,9.96234,"-999",2014,"chik"
-84.72978,10.0925,"-999",2014,"chik"
-85.25,10.5,"1",2014,"chik"
165.5,-21.5,"0",2014,"chik"
-80.65889,-1.04576,"-999",2014,"chik"
112.01667,-7.81667,"-999",2014,"chik"
-84.33334,9.55,"2",2014,"chik"
-84.90824,10.04385,"-999",2014,"chik"
-85.83875,10.29536,"-999",2014,"chik"
-82.65301,9.63431,"-999",2014,"chik"
-75,10.75,"1",2014,"chik"
-74.45882,10.33296,"-999",2014,"chik"
-71.5979,12.07155,"-999",2014,"chik"
-72.83407,6.78376,"2",2014,"chik"
-72.50389,7.89417,"-999",2014,"chik"
107.90965,-7.24842,"-999",2014,"chik"
-91,14.16667,"1",2014,"chik"
-89.5,15,"1",2014,"chik"
-90.3,14.16667,"1",2014,"chik"
-44.05031,-19.5207,"2",2014,"chik"
-64.73771,18.32758,"1",2014,"chik"
109.88819,-7.10379,"-999",2014,"chik"
-73,8,"1",2014,"chik"
-92.5049,16.5098,"1",2014,"chik"
109.40667,-7.7325,"-999",2008,"chik"
-55,-21,"1",2015,"chik"
-84.18794,9.9702,"0",2015,"chik"
-149.45979,-17.64079,"0",2015,"chik"
-64.75704,32.32083,"0",2015,"chik"
-51.06656,0.03446,"-999",2015,"chik"
-75.66666,4.5,"1",2015,"chik"
-47.92972,-15.77972,"-999",2015,"chik"
-76.5,3.75,"1",2015,"chik"
-139.49677,-8.94609,"-999",2015,"chik"
-75.53611,6.29139,"-999",2015,"chik"
-74.33334,9,"1",2015,"chik"
110.28333,-7.47417,"-999",2014,"chik"
111.8943,-8.1793,"2",2014,"chik"
111.9432,-8.1936,"-999",2014,"chik"
-159.79069,-21.2331,"0",2015,"chik"
-76.83333,2.5,"1",2015,"chik"
-53,4,"0",2015,"chik"
115.24861,-8.42306,"1",2012,"chik"
-88.86651,13.7369,"0",2015,"chik"
-89.18718,13.68935,"-999",2015,"chik"
76.31932,9.48432,"-999",2006,"chik"
100.41798,5.43949,"-999",2006,"chik"
109.65361,-7.66861,"-999",2008,"chik"
110.59583,-7.53306,"-999",2008,"chik"
-75.75,2.5,"1",2015,"chik"
-86,14.83333,"1",2015,"chik"
-79.70151,0.96304,"-999",2015,"chik"
-171.76254,-13.92598,"0",2015,"chik"
165.5,-21.5,"0",2015,"chik"
81.3487,6.8714,"-999",2009,"chik"
81.4,7.1,"-999",2009,"chik"
81,8,"2",2009,"chik"
80.39917,6.68278,"-999",2009,"chik"
-56.43333,-24.65,"-999",2015,"chik"
-63.16667,-17.8,"-999",2015,"chik"
-74.79639,10.96389,"-999",2015,"chik"
-57.38472,-25.3125,"-999",2015,"chik"
-57.48562,-25.16611,"-999",2015,"chik"
-42,-12,"1",2015,"chik"
-52,1,"1",2015,"chik"
-57.5,-25.5,"1",2015,"chik"
-57.07639,-24.09167,"-999",2015,"chik"
-61.5,-17.5,"1",2015,"chik"
13,-1,"1",2012,"chik"
-44,-18,"1",2015,"chik"
43.01949,15.30531,"-999",2012,"chik"
-57.567,-25.1,"-999",2015,"chik"
-57.54021,-25.32308,"-999",2015,"chik"
-86.56862,14.0273,"-999",2015,"chik"
-96.7237,17.0567,"1",2015,"chik"
48.12316,-21.23884,"-999",2012,"chik"
48.01055,-22.14862,"-999",2012,"chik"
101.65293,3.12532,"-999",2013,"chik"
-38.96667,-12.26667,"-999",2015,"chik"
-99.917,16.85,"-999",2015,"chik"
-99.9976,17.6649,"1",2015,"chik"
74.4189,14.42853,"-999",2009,"chik"
-65.5,-14,"1",2015,"chik"
-57,-27,"1",2015,"chik"
-57.16667,-26,"1",2015,"chik"
98.91666,8.06667,"-999",2009,"chik"
109.29417,-7.51417,"-999",2009,"chik"
73.50258,21.87011,"-999",2009,"chik"
75.8798,19.5597,"1",2006,"chik"
72.0043,22.9988,"1",2006,"chik"
78,11,"1",2006,"chik"
78,23.25,"1",2006,"chik"
100.53333,7.13333,"-999",2009,"chik"
105.53333,-1.96667,"-999",2009,"chik"
80.00056,9.66777,"-999",2006,"chik"
81.23333,8.56667,"-999",2006,"chik"
81.83472,7.40902,"-999",2006,"chik"
100.66667,6,"1",2009,"chik"
101.5248,3.50925,"-999",2009,"chik"
100.51885,6.17055,"-999",2009,"chik"
100.479,5.995,"-999",2009,"chik"
100.77145,6.24734,"2",2009,"chik"
77.60329,12.97623,"-999",2009,"chik"
99.611,7.556,"-999",2009,"chik"
84.5,19.5,"2",2007,"chik"
74.167,15.233,"-999",2009,"chik"
103.80805,1.29162,"-999",2009,"chik"
76.5087,9.9904,"1",2009,"chik"
94.5,28,"1",2006,"chik"
57.79884,-20.23056,"0",2006,"chik"
103.5,2,"1",2009,"chik"
101.7,3.16667,"-999",2009,"chik"
102.16667,2.75,"1",2009,"chik"
45.13833,-12.84306,"0",2006,"chik"
81.70036,7.7079,"-999",2007,"chik"
79.84778,6.93194,"-999",2007,"chik"
79.9,8.98333,"-999",2007,"chik"
79.8283,8.0362,"-999",2007,"chik"
107,-6.23333,"-999",2007,"chik"
79.31271,9.2885,"-999",2009,"chik"
76.66666,9.66667,"2",2007,"chik"
43.0194897,15.3053072,"1",2013,"chik"
79.7399875,15.9128998,"1",2009,"chik"
3.916667,7.396389,"-999",1969,"chik"
3.916667,7.396389,"-999",1974,"chik"
120.6199895,16.0832144,"1",2012,"chik"
-77.297508,18.109581,"0",2014,"chik"
110.7122465,-7.6145292,"1",2007,"chik"
113.7009312,-8.1733118,"2",2003,"chik"
110.6786933,-6.582711,"2",2003,"chik"
85.2799354,23.6101808,"1",2011,"chik"
103.7618154,1.4853682,"1",2008,"chik"
-63.068615,18.220554,"0",2014,"chik"
-15.55,14.116667,"1",1996,"chik"
-15.55,14.116667,"1",1997,"chik"
75.7138884,15.3172775,"1",2006,"chik"
75.7138884,15.3172775,"1",2007,"chik"
75.7138884,15.3172775,"1",2008,"chik"
75.7138884,15.3172775,"1",2009,"chik"
75.7138884,15.3172775,"1",2010,"chik"
75.7138884,15.3172775,"1",2013,"chik"
75.7138884,15.3172775,"1",2014,"chik"
106.8141505,-6.1505982,"-999",2004,"chik"
-61.796428,17.060816,"0",2014,"chik"
100.3684595,6.1183964,"1",2008,"chik"
100.3684595,6.1183964,"1",2009,"chik"
76.2710833,10.8505159,"1",2006,"chik"
76.2710833,10.8505159,"1",2007,"chik"
76.2710833,10.8505159,"1",2008,"chik"
76.2710833,10.8505159,"1",2009,"chik"
76.2710833,10.8505159,"1",2011,"chik"
76.2710833,10.8505159,"1",2012,"chik"
76.2710833,10.8505159,"1",2013,"chik"
102.7867966,16.4651045,"-999",1991,"chik"
-69.968338,12.52111,"0",2014,"chik"
105.8527699,14.11829,"2",2012,"chik"
25.2,0.516667,"-999",1998,"chik"
110.6645683,-7.657893,"2",2002,"chik"
110.6645683,-7.657893,"2",2003,"chik"
110.6537602,-7.7171062,"2",2004,"chik"
101.686855,3.139003,"-999",2009,"chik"
110.8791343,-6.7726186,"2",2002,"chik"
73.632018,10.078378,"1",2006,"chik"
73.632018,10.078378,"1",2007,"chik"
105.4068079,-4.5585849,"1",2009,"chik"
