"NUTM","temperature_winter","temperature_spring","temperature_summer","temperature_fall","seasonal_variation","precipitation_winter","precipitation_spring","precipitation_summer","precipitation_fall","relative_humidity_winter","relative_humidity_spring","relative_humidity_summer","relative_humidity_fall","croplands","pastures","rangelands","urbanAreas","primaryForest","primaryNonForest","secondaryForest","secondaryNonForest","secondaryLand","total_population","population_density"
"AD",2.45750451087952,8.19194316864014,18.4982089996338,11.1039295196533,16.0407047271729,2.3073570728302,2.77148175239563,2.66483402252197,2.56385493278503,73.8409881591797,73.3557739257812,73.7436904907227,76.7450866699219,0.171516045928001,0.0417806915938854,0.0267916619777679,0.0160337835550308,9.00903323781677e-05,0.0294321347028017,0.15366567671299,0.560689926147461,19010.2109375,NA,NA
"AL013",0.273853361606598,9.10176658630371,19.9340953826904,11.2808094024658,19.6602420806885,4.27632093429565,3.02886199951172,1.957364320755,4.33206748962402,78.7615280151367,71.2402725219727,65.5754165649414,74.3120574951172,0.151827931404114,0.181701391935349,0.00549816945567727,0.0151309967041016,0.0798403322696686,0,0.564388155937195,0,152918.140625,NA,NA
"AL015",1.56028652191162,9.76882076263428,20.7294521331787,12.2199592590332,19.1691665649414,6.00942754745483,3.71715450286865,1.86531591415405,6.09198474884033,76.4739151000977,71.2323608398438,66.5623474121094,73.713249206543,0.152166664600372,0.129435479640961,0.00591315655037761,0.0103617748245597,0.104838281869888,0.00171009788755327,0.506712019443512,0.00411739060655236,213171.09375,NA,NA
"AL014",5.65024375915527,13.413311958313,24.3818321228027,16.0035190582275,18.7315883636475,4.6796407699585,3.25873780250549,1.59154009819031,4.62501287460327,75.6447448730469,71.0943374633789,65.419792175293,72.7134552001953,0.156806781888008,0.129338502883911,5.29486732236961e-10,0.0112146530300379,0.108287133276463,2.79409323411528e-06,0.520213425159454,6.72731857775943e-06,95318.4453125,NA,NA
"AL011",2.54331374168396,10.7411956787109,21.6484775543213,13.2695226669312,19.1051654815674,3.83213043212891,2.79405498504639,1.66664731502533,3.81017661094666,79.662223815918,72.5767364501953,66.8281936645508,74.7022247314453,0.16593511402607,0.19139389693737,0.00190707051660866,0.0100406464189291,0.102545395493507,0,0.515232920646667,0,127230.578125,NA,NA
"AL012",7.63147878646851,14.6582317352295,25.5390510559082,17.5766124725342,17.9075736999512,4.04378747940063,2.78713083267212,1.21335661411285,4.03162145614624,73.4278717041016,70.3447265625,65.5180358886719,71.4143600463867,0.193072929978371,0.113559506833553,4.8466686219939e-10,0.023481223732233,0.0801766365766525,0.000748754653614014,0.438449114561081,0.00835338141769171,247346.453125,NA,NA
"AL021",3.85694408416748,11.2565793991089,22.1722793579102,14.1779775619507,18.315336227417,3.41286206245422,2.43279790878296,1.39473295211792,3.38365411758423,78.1683349609375,71.0932540893555,65.1876831054688,73.2225799560547,0.165268987417221,0.181787744164467,0.0107043301686645,0.0138982441276312,0.0980784893035889,0,0.52409017086029,0,378220.3125,NA,NA
"AL022",7.2528076171875,14.0563478469849,24.8804492950439,17.11643409729,17.6276416778564,3.59301662445068,2.52798628807068,1.1367883682251,3.58195090293884,74.1252136230469,70.4358673095703,65.7624130249023,71.6497955322266,0.231400147080421,0.137246087193489,6.39663544355074e-10,0.0297743249684572,0.0819746255874634,0.000145962665555999,0.469372630119324,0.00321962591260672,746310.25,NA,NA
"AL034",1.95351731777191,9.87769412994385,20.9870319366455,12.6496934890747,19.0335140228271,3.00123715400696,2.16296863555908,1.30012023448944,3.14771819114685,80.8723068237305,71.530029296875,62.6618995666504,73.2462310791016,0.192271873354912,0.122207328677177,0.0291093979030848,0.00795490853488445,0.0141619024798274,0.358429610729218,0.0938183814287186,0.12470069527626,160854.15625,NA,NA
"AL031",5.23155927658081,12.1302347183228,23.0855388641357,15.2579002380371,17.8539810180664,3.52294421195984,2.32705426216125,1.16671526432037,3.47351574897766,76.7288970947266,69.9826736450195,62.8882713317871,72.0907516479492,0.222947001457214,0.196015045046806,0.0173555444926023,0.0106653580442071,0.0760814175009727,0,0.474533230066299,0,93158.4921875,NA,NA
"AL032",9.27459907531738,15.5580453872681,26.3615798950195,18.8186321258545,17.0869808197021,3.37978053092957,2.22585892677307,0.899878919124603,3.53606081008911,74.5862579345703,69.6292037963867,63.3277473449707,71.9136734008789,0.314722716808319,0.165469735860825,0.00130665197502822,0.0185295101255178,0.0307791102677584,0.00542059913277626,0.293235242366791,0.0279691442847252,215289.3125,NA,NA
"AL035",8.22729015350342,14.6112899780273,25.4836883544922,17.8578071594238,17.2563991546631,4.70317029953003,2.44502520561218,0.763726890087128,4.57472944259644,75.9645462036133,72.036262512207,64.9188613891602,73.4564056396484,0.170397713780403,0.17256785929203,0.0344103127717972,0.00455310614779592,0.0265433266758919,0.00713609298691154,0.326964646577835,0.0135540859773755,66898.875,NA,NA
"AL033",4.49693775177002,11.4109268188477,22.4729022979736,14.5434856414795,17.9759635925293,4.98319387435913,2.59689521789551,1.01635873317719,4.6137900352478,76.7150039672852,70.8475189208984,62.6841049194336,72.199333190918,0.212985798716545,0.19332417845726,0.0244904719293118,0.00406250590458512,0.0561373606324196,0.0135226901620626,0.441603124141693,0.00301710795611143,48269.09765625,NA,NA
"AT11",1.4541802406311,11.8207530975342,21.4181060791016,11.7258358001709,19.9639263153076,1.32849562168121,1.93255686759949,2.92400050163269,2.33754754066467,79.4220657348633,68.2096252441406,67.738151550293,79.0366744995117,0.323995321989059,0.0696869716048241,7.64297947171144e-05,0.0139970472082496,1.40129846432482e-45,0.0350899621844292,0.268278688192368,0.269181579351425,374528.53125,NA,NA
"AT12",0.680958211421967,10.6919393539429,20.2895984649658,10.8332147598267,19.6086387634277,1.96867251396179,2.31521010398865,3.09776020050049,2.25623917579651,81.0278396606445,70.8771133422852,70.3914413452148,80.3841934204102,0.290510237216949,0.155749574303627,0.00301654613576829,0.0202560387551785,0,0.139859244227409,0.0748657509684563,0.315399289131165,3311342.25,NA,NA
"AT13",1.96937537193298,12.2534399032593,21.9530563354492,12.1455087661743,19.9836807250977,1.54285967350006,1.95376086235046,2.46664047241211,2.04624891281128,79.7998352050781,68.5687866210938,66.2514343261719,77.5172729492188,0.264483451843262,0.116911239922047,2.47817016907348e-10,0.121139988303185,0,0.123712562024593,0,0.373752802610397,457325.21875,NA,NA
"AT21",-1.76990139484406,6.76832723617554,16.3637771606445,8.09088039398193,18.1336784362793,2.21843528747559,3.14091849327087,4.90412616729736,4.21331834793091,79.2345428466797,74.4251098632812,77.4011077880859,83.3335647583008,0.100936643779278,0.09340038895607,0.0561784543097019,0.0115987621247768,0,0,0.733752191066742,0,631506.9375,NA,NA
"AT22",-1.13673067092896,7.87092971801758,17.3617572784424,8.8265495300293,18.4984893798828,2.29318356513977,2.90658402442932,4.59537649154663,3.36610078811646,80.9231185913086,73.9493713378906,76.6316909790039,83.5297698974609,0.134490847587585,0.0716162249445915,0.0235663242638111,0.0137390280142426,9.4071860162832e-25,0.0511208027601242,0.693445026874542,0.0110772484913468,1316156,NA,NA
"AT31",0.262355506420135,9.58949565887451,18.9544715881348,10.201244354248,18.69211769104,3.09234738349915,3.22551965713501,4.21534204483032,3.14927220344543,82.2836608886719,73.0790100097656,74.8495254516602,82.8917236328125,0.228871271014214,0.21888966858387,0.0107400305569172,0.0201999600976706,0,0.0775535926222801,0.314587831497192,0.124433904886246,1503414.75,NA,NA
"AT32",-2.24342179298401,4.96533250808716,14.273211479187,6.91249847412109,16.5166339874268,3.0927677154541,3.95992517471313,5.78282785415649,4.16833114624023,80.3500289916992,76.4962615966797,79.4926681518555,83.7007064819336,0.0650717169046402,0.15055724978447,0.146659329533577,0.0102456891909242,0,0,0.610718965530396,0,525238.5625,NA,NA
"AT33",-2.96410298347473,4.19739294052124,13.3362264633179,6.09080219268799,16.300329208374,2.74112462997437,3.30078840255737,5.20614242553711,3.61607050895691,76.1422348022461,74.1094055175781,78.5452423095703,80.9967727661133,0.0732474252581596,0.13480994105339,0.166395649313927,0.0089791789650917,0,0,0.595371007919312,0,874564.9375,NA,NA
"AT34",-1.36800158023834,5.86294412612915,14.9227685928345,7.55009031295776,16.290771484375,3.6724169254303,3.85614085197449,5.68317699432373,3.96370673179626,76.1852188110352,73.3378982543945,77.5719375610352,80.1511154174805,0.109550446271896,0.172018364071846,0.125628709793091,0.0273813083767891,0.00044550996972248,0,0.55646938085556,0,432345.03125,NA,NA
"BAG1652",1.52868556976318,10.1400556564331,20.4549236297607,11.7879610061646,18.9262371063232,3.36974596977234,3.05545473098755,2.59920334815979,4.11299085617065,80.3845672607422,71.4205322265625,70.3368911743164,78.2862548828125,0.179449766874313,0.154612392187119,0.030578238889575,0.0103845624253154,0.00110738875810057,0.112132094800472,0.444837987422943,0.0516154281795025,1606917.875,NA,NA
