"NUTM","temperature_winter","temperature_fall","precipitation_spring","precipitation_fall","relative_humidity_winter","relative_humidity_fall","pastures","urbanAreas","primaryNonForest"
"AD",1.97744584083557,11.0542306900024,2.79063081741333,2.23680543899536,73.8857345581055,73.598518371582,0.0417806915938854,0.0160337835550308,0.0294321347028017
"AL013",-0.0616608299314976,10.6012649536133,2.91422009468079,4.04693984985352,79.1895980834961,73.8007583618164,0.181701391935349,0.0151309967041016,0
"AL015",1.25629568099976,11.6114530563354,3.46178245544434,5.5322413444519,76.5423583984375,72.9841766357422,0.129435479640961,0.0103617748245597,0.00171009788755327
"AL014",5.30527353286743,15.2350521087646,3.04703879356384,4.56711053848267,75.2312698364258,73.1033935546875,0.129338502883911,0.0112146530300379,2.79409323411528e-06
"AL011",2.16600394248962,12.4760675430298,2.64357161521912,3.76748299598694,79.8044281005859,75.0819625854492,0.19139389693737,0.0100406464189291,0
"AL012",7.29831886291504,16.8154335021973,2.52899646759033,3.96686816215515,72.8044967651367,71.9683456420898,0.113559506833553,0.023481223732233,0.000748754653614014
"AL021",3.47750449180603,13.3591384887695,2.27752757072449,3.41799092292786,78.1947937011719,73.8666534423828,0.181787744164467,0.0138982441276312,0
"AL022",6.91279029846191,16.347240447998,2.28076171875,3.51920437812805,73.6406173706055,72.2331008911133,0.137246087193489,0.0297743249684572,0.000145962665555999
"AL034",1.54801726341248,11.8139219284058,2.00854063034058,3.09019064903259,80.909423828125,73.9249801635742,0.122207328677177,0.00795490853488445,0.358429610729218
"AL031",4.86232995986938,14.4068088531494,2.22013163566589,3.61457300186157,76.4760894775391,72.9675369262695,0.196015045046806,0.0106653580442071,0
"AL032",8.95389556884766,18.020824432373,2.09706401824951,3.72923278808594,73.8856658935547,72.6775054931641,0.165469735860825,0.0185295101255178,0.00542059913277626
"AL035",7.87917613983154,17.0242385864258,2.32547569274902,4.63120603561401,75.4397964477539,74.3174438476562,0.17256785929203,0.00455310614779592,0.00713609298691154
"AL033",4.12732934951782,13.6813192367554,2.46993279457092,4.67275142669678,76.496940612793,73.1432647705078,0.19332417845726,0.00406250590458512,0.0135226901620626
"AT11",1.33515000343323,11.465350151062,1.77435111999512,2.03777623176575,79.4618225097656,77.0491638183594,0.0696869716048241,0.0139970472082496,0.0350899621844292
"AT12",0.514714121818542,10.5216808319092,2.19422245025635,2.06100058555603,81.2663421630859,78.3853607177734,0.155749574303627,0.0202560387551785,0.139859244227409
"AT13",1.87539160251617,11.8140859603882,1.84461987018585,1.86146008968353,79.8724212646484,76.1959991455078,0.116911239922047,0.121139988303185,0.123712562024593
"AT21",-2.19494247436523,7.66522693634033,2.73510670661926,3.67162203788757,79.4566268920898,81.4531173706055,0.09340038895607,0.0115987621247768,0
"AT22",-1.45921242237091,8.46551322937012,2.60128808021545,2.95796799659729,81.2609939575195,81.3807983398438,0.0716162249445915,0.0137390280142426,0.0511208027601242
