"NUTM","temperature_winter","temperature_fall","precipitation_spring","precipitation_fall","relative_humidity_winter","relative_humidity_fall","pastures","urbanAreas","primaryNonForest"
"AD",3.76504468917847,13.0614461898804,2.88271021842957,2.39140129089355,74.3271484375,73.7567977905273,0.0785980299115181,0.0136244399473071,0.0269092340022326
"AL013",2.15596461296082,13.8877305984497,3.13449692726135,3.51975083351135,78.3841400146484,68.3614120483398,0.194751918315887,0.0192152019590139,0
"AL015",3.39779424667358,14.666054725647,3.95730543136597,4.88068151473999,76.3218154907227,68.6995544433594,0.128106445074081,0.011374345049262,0.0017086158040911
"AL014",7.40353298187256,18.4831104278564,3.3993399143219,3.64974021911621,75.5022506713867,67.3515930175781,0.138555377721786,0.01074886508286,2.79167193184549e-06
"AL011",4.34286546707153,15.8827857971191,2.88643479347229,2.96313190460205,79.4384307861328,68.7341537475586,0.257940858602524,0.0107417069375515,0
"AL012",9.36298561096191,20.0273742675781,2.91749095916748,3.10464334487915,73.3076095581055,66.3757171630859,0.0995578467845917,0.0209533181041479,0.000748047255910933
"AL021",5.57482051849365,16.7329120635986,2.49338150024414,2.51036882400513,78.0385589599609,67.9105911254883,0.238993555307388,0.0140176797285676,0
"AL022",8.99122714996338,19.6038208007812,2.63706183433533,2.71743178367615,73.9908828735352,66.4994888305664,0.134022951126099,0.0267253033816814,0.000145810525282286
"AL034",3.56314492225647,15.1774320602417,2.14759182929993,2.22663640975952,80.8788986206055,68.2158966064453,0.180581912398338,0.00887215044349432,0.32847785949707
"AL031",6.85779333114624,17.6774024963379,2.38474869728088,2.50113439559937,76.6919784545898,67.7413177490234,0.232905730605125,0.0104231229051948,0
"AL032",10.9119663238525,21.1041679382324,2.36286616325378,2.47596001625061,74.5160827636719,68.0572052001953,0.14447771012783,0.016477407887578,0.00541688269004226
"AL035",9.80830955505371,20.140983581543,2.5426173210144,3.33324599266052,76.1964416503906,69.786735534668,0.160876139998436,0.00397940957918763,0.00688822567462921
"AL033",6.11750173568726,16.9887199401855,2.65925455093384,3.46245718002319,76.8341293334961,67.756217956543,0.232273265719414,0.00456976518034935,0.0123030040413141
"AT11",2.94745564460754,13.76194190979,1.93796539306641,2.2579345703125,79.8098373413086,77.4231872558594,0.0152042480185628,0.0093963909894228,0.0023044110275805
"AT12",2.1960346698761,12.7643661499023,2.34474873542786,2.24493765830994,80.9325866699219,79.4115524291992,0.178447067737579,0.0192529279738665,0.0087498752400279
"AT13",3.44860887527466,14.1147174835205,1.99441945552826,2.07271313667297,80.1987609863281,76.3619384765625,0.157577559351921,0.109802909195423,0.00697485031560063
"AT21",-0.181614771485329,10.0839805603027,3.23939871788025,4.16902685165405,79.4531173706055,82.5323791503906,0.141926854848862,0.0104546416550875,0
"AT22",0.433034926652908,10.8111200332642,2.84725522994995,3.22763347625732,80.7314071655273,82.4590682983398,0.0888713523745537,0.0129778543487191,0.00339122558943927
"AT31",1.88222801685333,12.0916213989258,3.303391456604,3.08167576789856,81.3607406616211,82.2536163330078,0.244162708520889,0.0174364373087883,0.00504274340346456
"AT32",-0.524456977844238,8.85698699951172,3.98927664756775,4.08228349685669,79.0778350830078,82.9800796508789,0.214619189500809,0.00776085024699569,0
"AT33",-1.16174268722534,8.03989124298096,3.55346202850342,3.60674166679382,74.5461959838867,80.1988754272461,0.207056939601898,0.00462495628744364,0
"AT34",0.410528391599655,9.4328498840332,4.27309703826904,4.11621141433716,74.0731964111328,79.2879943847656,0.219794124364853,0.0179493799805641,0
"BAG1652",3.42701458930969,14.1146764755249,3.0366325378418,3.2352569103241,80.5229415893555,74.5981597900391,0.148582950234413,0.0114541444927454,0.111588589847088
"BAG1653",3.74570918083191,14.7101230621338,2.93851232528687,2.98863673210144,80.3371658325195,73.8813705444336,0.107914350926876,0.0098821772262454,0.139103949069977
"BE10",5.42357206344604,13.3980331420898,2.03854203224182,2.70887422561646,85.320198059082,83.5918121337891,0.105365790426731,0.24699255824089,0
"BE21",5.33713054656982,13.2255477905273,1.73965752124786,2.81199622154236,85.1337814331055,83.813591003418,0.121684148907661,0.119265787303448,1.75118752832049e-10
"BE22",5.09247446060181,13.2432308197021,2.00523447990417,2.72633028030396,84.7073974609375,83.2532501220703,0.133661657571793,0.101485386490822,0
"BE23",5.36268711090088,13.4713506698608,1.82700979709625,2.90534949302673,85.604850769043,83.9431304931641,0.103301659226418,0.114439524710178,1.4215691124253e-10
"BE24",5.19539833068848,13.3545989990234,2.01159000396729,2.64181065559387,85.1869125366211,83.5283737182617,0.11682553589344,0.16170334815979,1.40224056324745e-11
"BE25",5.46695756912231,13.4395713806152,1.93285751342773,3.14080047607422,84.8853073120117,83.265495300293,0.087150901556015,0.0850562751293182,1.00990132922973e-10
