"NUTM","temperature_winter","temperature_spring","temperature_summer","temperature_fall","seasonal_variation","precipitation_winter","precipitation_spring","precipitation_summer","precipitation_fall","relative_humidity_winter","relative_humidity_spring","relative_humidity_summer","relative_humidity_fall","croplands","pastures","rangelands","urbanAreas","primaryForest","primaryNonForest","secondaryForest","secondaryNonForest","secondaryLand","total_population","population_density"
"AD",3.28400349617004,9.16771125793457,21.1019115447998,11.6625566482544,17.817907333374,2.53796434402466,2.83942294120789,1.80131471157074,2.76503443717957,73.284049987793,70.6343612670898,63.3500938415527,74.4414443969727,0.182240843772888,0.0595459155738354,0.0355205796658993,0.0158773418515921,5.45881157449912e-05,0.0280041601508856,0.145879596471786,0.532876968383789,19565.505859375,NA,NA
"AL013",1.80180871486664,10.7033414840698,21.4046325683594,11.7022914886475,19.6028251647949,4.07745838165283,3.04017543792725,1.60255980491638,4.18670225143433,74.9210357666016,68.2484512329102,61.2625732421875,73.0619277954102,0.145056962966919,0.189292088150978,0.00582505902275443,0.0177214369177818,0.0553643926978111,0,0.585126996040344,0,149634.40625,NA,NA
"AL015",3.05728769302368,11.383674621582,22.2787227630615,12.7158374786377,19.221435546875,5.66381216049194,3.75510096549988,1.6810290813446,5.74379348754883,72.7989273071289,68.2846298217773,62.3656272888184,72.2286682128906,0.151459112763405,0.127503231167793,0.00581315532326698,0.0111668184399605,0.0731075257062912,0.0017086158040911,0.539787232875824,0.00470912549644709,204184.984375,NA,NA
"AL014",6.95535802841187,15.181471824646,26.8430500030518,16.7278804779053,19.8876934051514,4.27833414077759,3.09050250053406,1.48344504833221,4.46598815917969,72.1008453369141,66.9219131469727,57.6943702697754,69.4611434936523,0.135556682944298,0.130475029349327,5.29486732236961e-10,0.0115851797163486,0.0749849006533623,2.79167193184549e-06,0.573257744312286,7.69414236856392e-06,83397.0234375,NA,NA
"AL011",3.90282773971558,12.4652910232544,23.9738006591797,13.9219102859497,20.070972442627,3.4962272644043,2.72770524024963,1.43748462200165,3.72887516021729,76.1095962524414,68.7315444946289,59.1119346618652,72.0550765991211,0.128406226634979,0.229160889983177,0.00242221052758396,0.010790609754622,0.0736887827515602,0,0.542586326599121,0,113090.2421875,NA,NA
"AL012",8.90879440307617,16.4287128448486,28.0875549316406,18.3585243225098,19.1787586212158,3.62932372093201,2.65375685691833,1.16311609745026,3.78958630561829,69.9057388305664,66.2135467529297,57.4609603881836,67.8738098144531,0.175055518746376,0.0995578467845917,4.8466686219939e-10,0.0231064595282078,0.0646108984947205,0.000748047255910933,0.485436469316483,0.0093262754380703,221795.15625,NA,NA
"AL021",5.09798336029053,12.9421224594116,24.6146488189697,14.8594942092896,19.5166645050049,3.05472779273987,2.38526797294617,1.18248867988586,3.25108885765076,75.1511306762695,67.4614639282227,57.4642715454102,70.5764007568359,0.134239062666893,0.213387101888657,0.0131271490827203,0.0144668072462082,0.0835257768630981,0,0.535082042217255,0,338224.21875,NA,NA
"AL022",8.53585147857666,15.8106555938721,27.4096584320068,17.8940601348877,18.8738079071045,3.1971595287323,2.43616819381714,1.0660560131073,3.31555771827698,70.6059494018555,66.3995132446289,57.5840721130371,68.1886444091797,0.207002252340317,0.129475355148315,6.39663544355074e-10,0.0292643290013075,0.0723447278141975,0.000145810525282286,0.511318266391754,0.00358267431147397,670113.3125,NA,NA
"AL034",3.03244709968567,11.5580959320068,23.5843963623047,13.3520488739014,20.5519485473633,2.67482495307922,2.1139702796936,0.996941447257996,2.93425369262695,78.4847259521484,67.8152160644531,54.9029579162598,70.517463684082,0.14560167491436,0.155288502573967,0.0401488542556763,0.00875630415976048,0.0119526879861951,0.3396355509758,0.0933649316430092,0.147905617952347,145094.734375,NA,NA
"AL031",6.31196022033691,13.7785959243774,25.6490631103516,15.9335470199585,19.3371028900146,3.15465140342712,2.25266146659851,0.975522100925446,3.33493709564209,74.5494918823242,66.5705871582031,55.6578598022461,69.655387878418,0.188430622220039,0.214032843708992,0.021111261099577,0.011056843213737,0.06512700766325,0,0.497839003801346,0,79968.453125,NA,NA
"AL032",10.3226833343506,17.1778926849365,28.8770408630371,19.5092716217041,18.5543594360352,3.01734638214111,2.08827447891235,0.795864582061768,3.36695098876953,72.4643630981445,66.3470840454102,56.4545211791992,69.4157333374023,0.285353064537048,0.14447771012783,0.00114049320109189,0.0181706100702286,0.0280585121363401,0.00541688269004226,0.342599749565125,0.0322156548500061,186972.1875,NA,NA
"AL035",9.22120189666748,16.2278537750244,28.0654220581055,18.5453853607178,18.8442211151123,4.29312133789062,2.34662985801697,0.643908262252808,4.26389074325562,74.0615310668945,68.8433456420898,58.2154998779297,71.1326446533203,0.13745878636837,0.16666404902935,0.0336962975561619,0.00454619061201811,0.0225857347249985,0.00701860012486577,0.368624269962311,0.0155332246795297,58535.7109375,NA,NA
"AL033",5.57517242431641,13.0657081604004,25.0822372436523,15.2290983200073,19.5070648193359,4.58119964599609,2.54825353622437,0.796919107437134,4.35899019241333,74.4806594848633,67.503532409668,55.4333000183105,69.8309326171875,0.16449648141861,0.21509838104248,0.0272958278656006,0.00462513184174895,0.047523271292448,0.0127688273787498,0.473987460136414,0.00334782246500254,42436.34375,NA,NA
"AT11",3.25461721420288,13.4210710525513,23.0982341766357,12.3885450363159,19.8436183929443,1.23072981834412,1.77221322059631,2.70276236534119,2.1183397769928,77.5322189331055,65.0190811157227,63.9404602050781,78.0579833984375,0.321204632520676,0.0138628501445055,6.29200530966045e-06,0.012266356498003,1.40129846432482e-45,0.0252633783966303,0.298863381147385,0.30883914232254,343195.59375,NA,NA
"AT12",2.37269878387451,12.2776021957397,21.5699882507324,11.330491065979,19.1972885131836,1.88664591312408,2.17895293235779,2.88153910636902,2.12221789360046,79.6488800048828,67.4706268310547,68.4355773925781,80.1303024291992,0.281679749488831,0.181437358260155,0.00377312628552318,0.0202291719615459,0,0.0997565165162086,0.0744956061244011,0.338285118341446,3315559.25,NA,NA
"AT13",3.80821967124939,13.7890720367432,23.1497936248779,12.5918998718262,19.3415756225586,1.48543882369995,1.79168343544006,2.405522108078,1.92699873447418,78.3537063598633,65.6628875732422,65.3798370361328,78.1433486938477,0.251187115907669,0.167120099067688,2.47817016907348e-10,0.116770669817924,0,0.0853981450200081,0,0.37952396273613,470517.5,NA,NA
"AT21",-0.400826156139374,8.22732448577881,17.6105079650879,8.61833000183105,18.0113334655762,2.00119471549988,2.89109778404236,4.13270092010498,3.97117614746094,78.0475692749023,71.1984024047852,73.9071655273438,81.9325866699219,0.118844196200371,0.104843080043793,0.0626261457800865,0.0113469772040844,0,0,0.698206007480621,0,611733.5,NA,NA
"AT22",0.408854126930237,9.44401168823242,18.7651329040527,9.37839984893799,18.3562774658203,2.12380790710449,2.68030333518982,4.04109048843384,3.07577514648438,79.3858184814453,70.3912887573242,73.2052307128906,82.3928375244141,0.135394215583801,0.0707503035664558,0.0249181687831879,0.0137368207797408,9.4071860162832e-25,0.0376910790801048,0.692307233810425,0.024257717654109,1287145.625,NA,NA
"AT31",1.76198816299438,11.1529932022095,20.0563697814941,10.6766510009766,18.2943820953369,2.99107050895691,3.12553334236145,3.94879245758057,3.12809252738953,81.3821487426758,70.1015090942383,73.516487121582,82.4084320068359,0.231312423944473,0.231596574187279,0.0119124688208103,0.0194584261626005,0,0.0563428662717342,0.304602354764938,0.140051141381264,1405277.625,NA,NA
"AT32",-0.872037947177887,6.41454935073853,15.2499265670776,7.33122634887695,16.1219635009766,2.99762749671936,3.6642599105835,5.19611501693726,4.05909872055054,79.4664154052734,73.7662887573242,78.0280303955078,82.9606704711914,0.0957268252968788,0.168062180280685,0.156798616051674,0.00935985986143351,0,0,0.553305447101593,0,541684.8125,NA,NA
"AT33",-1.6810497045517,5.4901762008667,14.1268815994263,6.4417290687561,15.8079319000244,2.69357633590698,3.2857346534729,4.72405099868774,3.72579574584961,75.9571914672852,72.5482330322266,77.7018127441406,80.7502593994141,0.0818479433655739,0.167167097330093,0.197274714708328,0.00735623110085726,0,0,0.52515721321106,0,889519.3125,NA,NA
"AT34",-0.111536599695683,7.07025623321533,15.6894903182983,7.88626289367676,15.8010272979736,3.70251107215881,4.01177835464478,5.38382244110107,4.18585538864136,75.8659133911133,72.0783309936523,77.0107269287109,80.0543212890625,0.114336974918842,0.193980097770691,0.142907053232193,0.024994969367981,0.00037938158493489,0,0.51489520072937,0,426344.125,NA,NA
"BAG1652",3.21940183639526,11.7815256118774,22.9573249816895,12.7461318969727,19.737922668457,3.25625061988831,2.74035048484802,2.26779794692993,3.57711958885193,76.6240539550781,67.4152526855469,61.0783653259277,74.4521102905273,0.171879470348358,0.153928056359291,0.0301324427127838,0.0112694138661027,0.000112041932879947,0.111602112650871,0.44850081205368,0.0572934374213219,1396695.625,NA,NA
"BAG1653",3.55183744430542,12.5814924240112,23.5068111419678,13.1903924942017,19.9549713134766,3.01908183097839,2.73375344276428,2.36036157608032,3.30345058441162,76.5896377563477,66.7763214111328,62.7426109313965,74.8857803344727,0.209769427776337,0.113545522093773,0.0257707983255386,0.00968563370406628,0.000225380106712691,0.139126732945442,0.397936046123505,0.0942106395959854,994625.6875,NA,NA
"BE10",5.7221188545227,11.927059173584,20.1954097747803,12.6275358200073,14.473292350769,2.61682939529419,2.1345522403717,2.08767819404602,2.40979266166687,83.9490737915039,73.7776260375977,73.5084381103516,83.8004989624023,0.362351566553116,0.106236569583416,7.14613257457586e-10,0.259109526872635,0,0,0,0.272302389144897,199453.25,NA,NA
"BE21",5.6492280960083,11.781491279602,20.0523910522461,12.5037384033203,14.4031629562378,2.51198840141296,1.94669628143311,2.04229736328125,2.42414402961731,84.148811340332,73.5282363891602,73.2495422363281,83.9433898925781,0.273272275924683,0.113739192485809,1.39280897926142e-09,0.125116720795631,0,2.21877197170706e-10,0,0.468882888555527,1508752.875,NA,NA
"BE22",5.52504634857178,12.0077791213989,20.4663505554199,12.5568618774414,14.9413051605225,2.54771661758423,2.14163327217102,2.10092663764954,2.41472578048706,83.0672607421875,72.0576095581055,71.614501953125,83.1656723022461,0.271802067756653,0.12613745033741,7.23819393311231e-10,0.106464043259621,0,0,0,0.495596438646317,1050387,NA,NA
"BE23",5.63353300094604,11.5696458816528,19.8983478546143,12.7298679351807,14.2648134231567,2.53644585609436,1.95182859897614,2.11958813667297,2.50824069976807,84.7398681640625,75.2586975097656,74.9469909667969,84.3652648925781,0.281149357557297,0.160267323255539,1.29170163454262e-09,0.120935201644897,0,1.80114242964713e-10,0,0.361943244934082,1561953.875,NA,NA
"BE24",5.51544904708862,11.8963394165039,20.3273220062256,12.5956439971924,14.8118724822998,2.52941155433655,2.10139060020447,2.06155896186829,2.35561084747314,83.7927780151367,73.4424514770508,73.1963272094727,83.704704284668,0.392663389444351,0.118710622191429,1.60340363208888e-09,0.169657304883003,0,1.7766529566976e-11,0,0.317448228597641,1587769.375,NA,NA
"BE25",5.69489145278931,11.245753288269,19.3363037109375,12.6969366073608,13.641411781311,2.55910921096802,2.0278491973877,2.16050171852112,2.69047689437866,84.2593612670898,76.4071731567383,76.0323638916016,83.8190689086914,0.333555638790131,0.153267234563828,7.53064659875236e-06,0.0903828665614128,0,1.76672718121829e-10,0,0.221918925642967,1412247.25,NA,NA
"BE31",5.48738479614258,11.8906831741333,20.3422794342041,12.601637840271,14.8548946380615,2.52756071090698,2.07976579666138,2.03290843963623,2.32789731025696,83.8281478881836,73.5098495483398,73.3046340942383,83.7382507324219,0.412534326314926,0.116463772952557,1.92275995125613e-09,0.169366046786308,0,0,0,0.301635891199112,781620.625,NA,NA
"BE32",5.49168109893799,11.7218027114868,20.1574230194092,12.5303821563721,14.6657400131226,2.84439373016357,2.2280158996582,2.17777228355408,2.55698776245117,84.6844940185547,74.6935501098633,74.4578094482422,84.607551574707,0.349153697490692,0.154192626476288,8.31857693839311e-10,0.109867237508297,0,0,0.200819209218025,0.185967266559601,1941252.25,NA,NA
"BE33",4.7384991645813,11.5016632080078,20.1588649749756,12.0155591964722,15.4203662872314,2.95843482017517,2.41691589355469,2.29347586631775,2.67734694480896,84.5671615600586,73.5200271606445,73.1957702636719,84.6867904663086,0.215657949447632,0.111448727548122,1.42255263124724e-09,0.0772271826863289,0,6.08425290672069e-15,0.285632014274597,0.310034155845642,1250065.375,NA,NA
"BE34",4.32423686981201,11.0536489486694,19.9011001586914,11.4235000610352,15.5768632888794,3.53430318832397,2.61207485198975,2.36540246009827,3.04490995407104,85.7234115600586,74.090217590332,73.6761322021484,85.9151382446289,0.28653010725975,0.144608065485954,0.000378167402232066,0.0313570648431778,2.80782411210545e-11,1.08620630316856e-36,0.444859564304352,0.0922669991850853,394012.96875,NA,NA
"BE35",5.01306629180908,11.5379648208618,20.1766719818115,12.1586208343506,15.1636066436768,3.14174365997314,2.43731760978699,2.22823691368103,2.6807336807251,84.9743347167969,74.4226379394531,74.3265075683594,85.2343292236328,0.321068733930588,0.144322842359543,1.71768097061431e-05,0.0522919520735741,0,1.51607310423993e-36,0.0782268419861794,0.404072523117065,722787.3125,NA,NA
"BG311",3.59905457496643,14.0288600921631,24.3345279693604,13.6768589019775,20.7354736328125,1.55727052688599,1.74197375774384,1.38015484809875,1.7013669013977,78.7934036254883,67.9875183105469,63.6818428039551,75.8942413330078,0.10222414880991,0.180027991533279,0.00463152723386884,0.00550112687051296,0,0.0389622449874878,0,0.666341841220856,77538.6640625,NA,NA
