"NUTM","temperature_winter","temperature_spring","temperature_summer","temperature_fall","seasonal_variation","precipitation_winter","precipitation_spring","precipitation_summer","precipitation_fall","relative_humidity_winter","relative_humidity_spring","relative_humidity_summer","relative_humidity_fall","croplands","pastures","rangelands","urbanAreas","primaryForest","primaryNonForest","secondaryForest","secondaryNonForest","total_population","population_density"
"AD",2.006760597229,8.17967796325684,18.6050510406494,10.3959350585938,16.5982894897461,2.50212955474854,3.11602783203125,2.29774022102356,2.82782316207886,74.0301895141602,74.2275238037109,71.5702056884766,76.811897277832,0.0941915065050125,0.0601658821105957,0.0389862917363644,0.0165985282510519,9.6698226116132e-05,0.0314617678523064,0.165037631988525,0.593461692333221,18944.328125,39.9825718275239
"AL013",-0.282012224197388,8.93368339538574,19.6417922973633,10.8176927566528,19.9238052368164,4.36173915863037,3.31536626815796,1.69290411472321,4.86415433883667,80.1116561889648,71.6433486938477,63.8793449401855,74.8943710327148,0.15328124165535,0.168993338942528,0.00510628800839186,0.0192447789013386,0.079556904733181,0,0.572204411029816,0,147462.234375,63.5216385323846
"AL015",0.716011226177216,9.29701137542725,20.0884914398193,11.4032220840454,19.3724822998047,6.11527156829834,4.09314632415771,1.68997752666473,7.08531951904297,77.6747817993164,71.6258697509766,65.3133316040039,74.8313064575195,0.158022284507751,0.129737228155136,0.00613437965512276,0.0137719362974167,0.110737852752209,0,0.537981152534485,0,201972.84375,56.4952085364254
"AL014",5.13513803482056,13.245701789856,24.0688171386719,15.4552478790283,18.9336795806885,4.96637773513794,3.40704679489136,1.33657217025757,5.34601640701294,76.4234619140625,71.6762084960938,64.7177276611328,73.7048187255859,0.206124663352966,0.119124017655849,5.29534194271264e-10,0.0176426116377115,0.107192017138004,0,0.475851207971573,0,91400.28125,55.1756054596411
"AL011",1.99626767635345,10.5608444213867,21.3672046661377,12.776891708374,19.3709373474121,4.05683326721191,3.03207445144653,1.39598596096039,4.34241151809692,80.9294509887695,72.9712219238281,65.3038635253906,75.4693069458008,0.180373772978783,0.168322339653969,0.00163301837164909,0.0120655791833997,0.103184290230274,0,0.521476030349731,0,122749.90625,48.707702564338
"AL012",7.07047748565674,14.3451099395752,25.0377922058105,16.8655052185059,17.9673156738281,4.41540098190308,2.98989987373352,1.04046404361725,4.79991149902344,74.2404327392578,70.918586730957,64.8908538818359,72.6485137939453,0.303784966468811,0.119763344526291,4.93267426904254e-10,0.0331254377961159,0.0899699032306671,0,0.412602871656418,0,230406.734375,299.40764974433
"AL021",3.340904712677,11.0789422988892,21.8259677886963,13.6258058547974,18.4850654602051,3.65894508361816,2.67168021202087,1.11521410942078,3.92424654960632,79.4642105102539,71.5843963623047,64.1347885131836,74.4168014526367,0.19488462805748,0.161146447062492,0.00932514760643244,0.0164901949465275,0.0987251549959183,0,0.513256371021271,0,361039.34375,109.103247463841
"AL022",6.73512125015259,13.8156204223633,24.4500160217285,16.4717845916748,17.7148952484131,3.8774619102478,2.69176459312439,0.938595354557037,4.21951198577881,74.9572906494141,71.0164108276367,65.123161315918,72.8202133178711,0.331411302089691,0.134852454066277,6.481362113675e-10,0.0371618792414665,0.0849700346589088,0,0.406492471694946,0,705756.0625,426.390015289704
"AL034",1.38803327083588,9.66501235961914,20.5247611999512,12.0664014816284,19.1367282867432,3.31400036811829,2.49826741218567,1.04078960418701,3.60510325431824,82.6027221679688,72.3096389770508,61.9596176147461,74.8391265869141,0.199656113982201,0.105069987475872,0.023998562246561,0.00851318426430225,0.0142941940575838,0.36380672454834,0.0964170098304749,0.130898326635361,152994.359375,41.4064807687155
"AL031",4.72355127334595,11.943416595459,22.6762180328369,14.64026927948,17.9526672363281,3.90404558181763,2.54562282562256,0.950365900993347,4.0822548866272,78.0084609985352,70.6317443847656,62.494457244873,73.741096496582,0.280104637145996,0.179013758897781,0.0151804117485881,0.0144009850919247,0.0764723345637321,0,0.43242546916008,0,89296.921875,49.128931962648
"AL032",8.96833038330078,15.3184747695923,25.904691696167,18.1750926971436,16.9363613128662,3.84784626960754,2.29030084609985,0.738091051578522,4.33685493469238,74.8385543823242,69.8972320556641,62.6274757385254,72.9987716674805,0.50700569152832,0.185002148151398,0.00161175755783916,0.0281470902264118,0.0381116569042206,0,0.226519241929054,0,201888.53125,108.96208413326
"AL035",7.69075918197632,14.2793254852295,24.877649307251,17.0236129760742,17.1868915557861,5.38365173339844,2.62395811080933,0.658498823642731,5.39735317230225,76.4814224243164,72.6661758422852,65.0071105957031,74.9029006958008,0.230157062411308,0.178231775760651,0.0341623090207577,0.00575437163934112,0.0304716415703297,0.00476441532373428,0.347383409738541,0.00103079481050372,57584.03125,21.1076502774219
"AL033",4.00094842910767,11.2323694229126,22.0304527282715,13.9098949432373,18.029504776001,5.42740964889526,2.83891916275024,0.862338542938232,5.16851902008057,78.0914688110352,71.4943161010742,62.4064712524414,73.853515625,0.234476611018181,0.174679920077324,0.0219957940280437,0.00597825041040778,0.0564489848911762,0.0137515971437097,0.438588321208954,0.00322378263808787,46785.8125,16.2946909591115
"AT11",0.892336964607239,11.7321500778198,21.1073608398438,11.2015056610107,20.2150249481201,1.35210490226746,1.98062384128571,2.75895094871521,2.19408893585205,81.0926971435547,68.5737457275391,66.4328079223633,79.0181579589844,0.299166262149811,0.153049543499947,0.000184729680768214,0.0182048492133617,0,0.0353728868067265,0.230196356773376,0.244131371378899,378985.0625,95.8644192847834
