"NUTS_ID","2024","2025-2049","2050-2074","2075-2100"
"AD",19092.22265625,19134.02734375,19260.39453125,18455.4765625
"AL013",151797.078125,141817.265625,119673.328125,101537.5234375
"AL015",218274.90625,193629.359375,151831.671875,121466.234375
"AL014",102795.3828125,84438.6953125,55483.90234375,37897.90234375
"AL011",136943.421875,114364.8984375,80379.78125,60304.1953125
"AL012",251447.40625,218246.4375,151034.46875,111137.15625
"AL021",393202.15625,335233.09375,230683.765625,168407.625
"AL022",756720.6875,658721.875,457350.0625,338380.59375
"AL034",169329.296875,142001.1875,101569.609375,80627.4921875
"AL031",103186.90625,82493.4296875,51966.54296875,33631.85546875
"AL032",232563.421875,190011.875,122342.78125,81378.53125
"AL035",72059.28125,60876.73828125,43215.19921875,32572.794921875
"AL033",52718.578125,43624.0234375,30015.599609375,22216.0625
"AT11",388474.53125,385768.9375,379524.5,345398.34375
"AT12",3292300.75,3529728.5,4036641.25,4204082
"AT13",446695.84375,498662.9375,611299.3125,671967
"AT21",645077.1875,647977.75,661103.25,623836.625
"AT22",1330383.75,1376655,1463661,1412994.25
"AT31",1543795.125,1577168.375,1632524.75,1544452.5
"AT32",522067.46875,550361.875,597146.3125,588608.3125
"AT33",881398.875,902070.3125,958361.125,922903.875
"AT34",434442.46875,443738.3125,464018.65625,440155.46875
"BAG1652",1726203.375,1504241.375,1144697.125,912013.5
"BAG1653",1278771.875,1100840,831562.4375,656661.9375
"BE10",178698.15625,192251.890625,215316,218306.640625
"BE21",1443176.625,1519395.75,1681925.125,1719377.75
"BE22",1043040.75,1069795.375,1115482.625,1079247.875
"BE23",1454262.5,1550205.5,1754994.125,1828204.5
"BE24",1448661.5,1549793.75,1732123,1768859.875
"BE25",1291076.875,1388731.375,1606350.25,1719522.375
"BE31",710102.8125,762087.625,857426.375,882865.3125
"BE32",1776103.25,1903862.125,2169688.5,2278981.5
"BE33",1241036.875,1275677.25,1348242,1316969.25
"BE34",405342.09375,413517.65625,424076.6875,401424.3125
"BE35",696278.6875,726355,788916.9375,799209
"BG311",95801.515625,86761.734375,74973.1640625,67403.8203125
"BG312",116372.2109375,102775.2890625,85536.8984375,74488.3046875
"BG313",137108,120565.875,100078.7265625,83695.1171875
"BG314",219667.21875,197331.375,166612.484375,145223.328125
"BG315",176201.859375,158205.421875,135517.125,119363.3046875
"BG321",220675.953125,194992.484375,162179.359375,141190.71875
